v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_ecod,anomaly_vote_count,GERCEK_ETIKET_label
3.47,-16.25,-8.56,-0.14,0.23,0.2,-12.9,32.08,15.78,36.65,-37.58,0.5338342308012594,4.0,0
-7.73,1.64,-6.71,-0.21,-0.6,1.11,38.15,-5.46,30.51,-44.86,-70.47,0.5338228073427966,5.0,0
2.18,-22.61,-14.21,0.33,0.38,0.05,0.0,0.0,0.0,26.99,-20.2,0.5338122494215389,5.0,0
-10.67,-1.2,-7.04,0.68,-0.74,-0.85,65.39,-6.18,13.95,-57.24,-30.91,0.5338073682571004,5.0,0
-5.79,-11.62,-13.59,0.42,-0.8,-0.46,0.0,0.0,0.0,4.91,-34.89,0.5338058971258524,5.0,0
2.06,-16.46,-8.8,-0.09,0.2,0.23,-8.45,33.33,5.66,41.73,-37.67,0.5338043441190385,4.0,0
-9.03,-4.16,-0.09,1.98,-3.72,0.26,26.42,13.35,29.29,-33.92,-13.34,0.5337977323934432,4.0,0
-1.06,-16.81,-10.88,-0.21,1.94,-0.58,0.0,0.0,0.0,39.78,-39.2,0.5337884661116711,5.0,0
-8.81,-3.26,0.72,-1.17,1.11,0.13,54.93,4.21,-29.03,-46.09,-11.75,0.5337827624752937,4.0,0
1.1,-17.07,-10.7,0.21,-0.11,0.43,-46.02,25.27,-5.14,23.02,-29.33,0.5337817420401532,4.0,0
-3.06,-5.97,-2.73,-0.77,1.25,0.0,58.35,17.11,11.44,-35.39,-9.32,0.5337488585420157,4.0,0
5.23,-13.8,-8.41,0.31,-0.93,0.8,0.0,0.0,0.0,33.48,-34.7,0.5337451909795379,5.0,0
-0.84,1.42,9.23,0.06,-0.1,0.01,-74.22,-161.74,208.43,-8.73,95.11,0.5337448209006492,2.0,0
0.63,-14.97,-9.54,-0.16,1.57,-0.2,0.0,0.0,0.0,54.02,-21.44,0.533729366617523,4.0,0
-10.44,2.02,4.46,0.3,-1.88,-0.08,58.71,-10.84,-12.82,-63.58,76.5,0.5337271019018153,3.0,0
0.68,-17.29,-10.3,0.47,-1.56,-0.15,-2.22,34.23,3.43,22.45,-30.68,0.5337263698143172,4.0,0
1.51,-16.32,-7.11,-0.17,0.19,-0.24,-2.4,34.41,11.49,31.25,-29.8,0.5337223566132989,3.0,0
1.21,-16.11,-10.82,0.32,-0.17,0.43,-46.02,25.27,-5.14,23.99,-30.02,0.5337209181911806,4.0,0
0.71,-17.79,-8.86,0.22,0.0,0.07,-35.87,29.75,-15.27,33.96,-33.52,0.5337159712097758,4.0,0
-0.71,-15.96,-17.7,0.79,-3.41,0.57,0.0,0.0,0.0,-3.38,-10.24,0.5337110932867584,4.0,0
-12.79,-3.06,-2.66,-0.93,0.15,1.72,80.0,0.08,8.23,-60.73,-16.92,0.5337096413691578,5.0,0
1.92,-15.5,-11.33,0.15,-0.13,0.03,-21.63,33.33,-12.18,18.49,-30.22,0.5336926282970645,3.0,0
-5.14,-1.29,-4.82,-0.49,0.86,0.46,61.42,1.88,-2.25,-61.81,2.05,0.5336906706950035,5.0,0
0.86,-15.05,-8.48,-0.3,1.34,-0.78,0.0,0.0,0.0,38.9,-54.27,0.5336876118242738,5.0,0
-10.19,-2.98,-3.87,0.72,-1.21,-0.72,62.86,8.51,-4.42,-38.95,0.45,0.5336688752038098,4.0,0
0.53,-19.51,-12.99,-0.41,0.14,0.63,0.0,0.0,0.0,23.93,-45.62,0.5336683353505872,5.0,0
-1.04,-20.6,-14.93,0.24,1.38,0.35,0.0,0.0,0.0,24.05,-32.35,0.5336619321028727,5.0,0
-9.26,13.37,21.37,0.7,-1.12,-0.04,60.52,36.83,20.8,-34.8,-4.65,0.5336533425455038,4.0,1
-8.5,-9.01,8.27,0.12,-0.03,0.08,0.0,0.0,0.0,23.45,-3.65,0.533644135714159,5.0,0
-8.05,-4.59,-3.76,2.06,-3.96,0.37,26.42,13.35,29.29,-35.77,-1.31,0.5336326141570683,4.0,0
-10.98,3.04,-1.23,-0.01,-0.14,-0.08,58.89,-20.87,14.64,-71.35,-51.73,0.5336249293142243,1.0,0
2.42,-16.24,-9.41,-0.12,0.07,0.38,-1.69,34.05,11.84,22.87,-37.03,0.5336164921344568,4.0,0
-9.42,2.27,5.89,-0.65,0.26,-0.34,82.89,13.71,-4.94,-42.26,3.05,0.5336159535844374,5.0,0
2.56,-16.75,-7.87,0.04,-0.94,0.08,-23.59,28.85,23.68,27.63,-30.5,0.5335972253575127,3.0,0
-10.85,0.4,-2.72,0.32,-0.36,-0.37,67.55,-12.63,5.63,-67.96,-11.16,0.5335947433829693,2.0,0
3.61,-16.4,-8.56,-0.25,0.55,-0.07,-11.66,32.61,13.55,35.51,-35.57,0.533592738805395,4.0,0
2.09,-4.08,-3.35,-2.17,1.01,-0.45,45.91,14.06,8.14,-34.59,-1.02,0.5335876394025317,4.0,0
4.87,-9.13,-17.69,-0.08,0.05,0.11,-24.3,14.51,45.3,21.52,-74.47,0.5335869194151944,4.0,0
1.66,-16.63,-9.1,-0.22,0.31,0.24,-22.52,31.72,24.02,37.68,-31.23,0.5335780366837021,3.0,0
3.22,-15.2,-9.64,-0.03,-0.23,-0.24,-5.96,34.76,10.12,18.27,-15.56,0.5335508511693643,4.0,0
5.87,-12.55,-6.3,-0.07,-0.63,0.11,0.0,0.0,0.0,54.04,-40.77,0.5335366067759618,4.0,0
-9.01,2.44,-5.4,0.01,-0.55,-0.14,50.78,-17.29,11.09,-75.84,-48.03,0.5335354295934346,2.0,0
1.66,-17.1,-9.15,0.39,-1.37,-0.09,-9.88,33.69,-9.09,17.82,-22.83,0.5335334756867736,4.0,0
-9.51,2.02,-2.79,0.44,-0.3,0.05,54.2,-15.32,16.12,-76.63,-53.02,0.5335133273021335,2.0,0
3.87,-14.86,-12.39,0.22,-0.5,-0.36,-39.97,33.87,3.77,25.01,-50.2,0.5335089438591777,4.0,0
1.52,-16.95,-9.27,-0.39,0.94,0.03,-5.43,32.43,13.72,30.26,-32.19,0.5335074039288219,5.0,0
1.63,-16.39,-11.27,0.0,0.33,-0.22,-37.12,26.34,-11.32,25.58,-17.65,0.5335050897644629,4.0,0
-15.1,-0.46,0.27,0.91,-0.77,0.22,81.62,14.6,-1.99,-43.15,1.58,0.5335010784490056,4.0,0
-14.7,-1.36,21.67,0.61,1.02,0.11,83.07,19.62,2.86,-40.67,-2.01,0.5334986500134171,5.0,0
-5.32,2.19,-11.41,0.16,-1.45,-1.03,0.0,0.0,0.0,-51.12,-70.39,0.5334908915553499,5.0,0
-4.93,-19.65,-15.32,-0.18,-0.68,-1.05,0.0,0.0,0.0,5.9,-34.96,0.5334900980355262,5.0,0
1.12,-15.31,-12.58,-0.24,0.66,0.25,-22.34,31.18,22.48,24.41,-19.32,0.5334887810000412,3.0,0
3.23,-16.86,-8.37,0.42,-1.32,-0.05,-16.46,32.79,-13.38,16.68,-17.48,0.5334820706092291,5.0,0
4.9,-17.01,-8.65,0.18,-1.08,-0.26,-5.25,34.05,8.4,20.3,-16.52,0.5334800758604168,4.0,0
4.91,-9.97,-17.21,-0.05,0.0,0.03,-30.0,20.96,36.38,25.64,-72.89,0.5334651404036833,4.0,0
5.94,-12.5,-6.83,-0.02,-0.56,0.13,0.0,0.0,0.0,53.72,-40.64,0.5334649380934302,4.0,0
2.28,-16.43,-9.49,0.46,-0.53,-0.23,-18.07,33.69,-16.64,21.1,-14.36,0.5334595499869753,4.0,0
-10.2,-7.21,-7.62,-0.14,1.79,-0.56,0.0,0.0,0.0,-34.77,-45.96,0.5334557119211918,4.0,0
5.88,-12.51,-6.42,-0.05,-0.61,0.12,0.0,0.0,0.0,53.94,-40.71,0.5334509961234389,4.0,0
-10.52,1.3,-3.71,0.23,-0.28,0.81,68.45,-15.32,7.88,-72.14,-18.82,0.5334443370471001,4.0,0
3.14,-17.98,-8.7,0.23,-0.57,0.31,-44.95,22.76,-7.55,31.41,-38.62,0.5334391594524092,4.0,0
-11.54,1.93,-2.15,-0.05,0.16,-0.07,59.44,-21.77,12.39,-73.24,-52.92,0.5334342518532268,1.0,0
-11.95,2.15,1.19,0.07,0.35,0.26,61.6,-17.47,10.66,-67.96,-39.64,0.5334269375850449,3.0,0
-2.78,-9.02,-30.94,-1.83,0.01,-0.23,51.14,20.7,13.86,-35.34,0.48,0.5334265412928247,4.0,0
-1.66,-17.38,1.97,0.41,0.01,0.28,-41.21,24.73,27.62,29.25,-27.87,0.5334122098219791,4.0,0
-9.02,2.83,-2.92,-0.33,0.39,-0.06,51.32,-17.82,15.77,-70.53,-67.77,0.5334104287281788,2.0,0
-0.76,1.37,8.86,0.04,-0.06,0.01,-74.22,-161.74,208.43,-8.69,95.17,0.533402697008757,2.0,0
-9.03,2.17,-3.96,0.01,0.11,0.27,56.37,-15.68,13.0,-74.74,-55.47,0.5334013785734124,3.0,0
-10.84,-1.33,0.37,-0.03,-0.15,-0.35,71.7,-9.94,4.42,-66.26,-14.89,0.533395812610971,2.0,0
-7.78,-0.2,8.38,1.09,-0.7,0.4,37.43,-11.38,-49.66,-32.54,65.83,0.5333950442152295,4.0,0
-3.55,-5.54,-15.86,1.24,-1.27,1.06,86.31,22.85,3.2,-44.26,5.16,0.5333882699690672,5.0,0
-7.15,0.34,-8.0,0.1,-0.81,0.87,59.62,-7.25,35.79,-48.26,-64.74,0.5333713355625562,5.0,0
1.62,-19.1,-8.25,0.28,-0.93,-0.13,-31.6,25.8,25.22,36.22,-31.91,0.5333706199337569,3.0,0
-3.83,-19.34,-12.76,-0.45,-0.46,1.52,0.0,0.0,0.0,-9.56,-32.55,0.5333567876020561,4.0,0
-14.54,-3.16,-2.93,-0.53,-0.55,0.11,80.18,12.81,-3.03,-44.35,0.33,0.5333446097631338,5.0,0
2.38,-17.05,-9.74,0.51,-0.52,-0.25,-18.07,33.69,-16.64,20.34,-15.49,0.5333443068859115,4.0,0
-3.14,-1.47,-4.7,-0.96,1.59,-0.36,54.2,15.86,12.3,-38.04,-4.54,0.5333376425918414,4.0,0
2.53,-15.71,-9.06,-0.23,-0.23,0.04,-21.63,33.33,-3.26,27.59,-46.18,0.5333263432264098,4.0,0
-3.3,-25.73,-15.52,-0.07,-0.69,0.07,0.0,0.0,0.0,0.31,-24.95,0.5333242669403451,4.0,0
2.12,-16.17,-8.85,-0.09,0.25,0.23,-8.45,33.33,5.66,41.89,-37.75,0.5333194484518089,4.0,0
-10.88,2.97,-1.94,0.03,0.0,0.04,55.11,-24.28,13.43,-74.86,-52.52,0.5333085233361284,2.0,0
-10.68,1.94,-3.9,-0.04,0.06,-0.09,59.44,-21.77,12.39,-74.29,-52.71,0.5333012135997804,3.0,0
0.85,-19.24,-5.66,-0.41,1.44,-0.93,0.0,0.0,0.0,25.65,-18.13,0.5332808005667087,5.0,0
3.44,-14.5,-10.13,0.05,1.15,-1.02,0.0,0.0,0.0,45.78,-33.69,0.5332807145846942,5.0,0
-3.95,-6.69,-9.92,-0.13,-0.27,-0.25,83.25,16.21,-5.63,-45.8,11.88,0.5332790622706173,5.0,0
-6.87,-0.12,-13.89,0.01,0.33,-0.15,41.58,-18.89,14.38,-63.94,-71.07,0.5332783844307449,3.0,0
-1.93,-6.84,-13.94,-0.27,0.74,-0.1,52.04,16.57,7.8,-34.72,-1.32,0.5332769191313507,4.0,0
-9.59,1.08,-4.07,-0.11,-0.26,0.72,59.25,-11.55,30.94,-50.39,-66.47,0.5332763303280448,5.0,0
2.83,-16.75,-9.78,-0.03,-0.57,0.2,-26.44,32.43,0.68,26.52,-45.72,0.5332680351774538,4.0,0
-12.07,2.33,0.71,-0.07,-0.31,-0.18,62.14,-14.42,15.34,-66.09,-32.12,0.5332666997956798,2.0,0
-0.35,-15.32,-10.43,0.82,-3.84,1.03,0.0,0.0,0.0,-6.91,-0.28,0.5332536032740149,4.0,0
3.43,-16.54,-6.26,0.36,-0.23,0.26,-22.7,29.03,22.48,38.98,-27.99,0.5332379925910359,3.0,0
-9.14,2.82,-2.84,-0.32,0.44,-0.02,51.32,-17.82,15.77,-70.62,-67.55,0.5332369189127649,2.0,0
0.22,-12.82,-9.32,-0.32,0.58,0.28,-24.12,31.54,-15.61,15.72,-9.33,0.5332327012249752,5.0,0
3.36,-14.63,-8.55,-0.1,0.63,-0.49,0.0,0.0,0.0,28.97,-20.06,0.5332274433017817,5.0,0
3.5,-15.7,-9.25,-0.61,1.33,-0.74,0.0,0.0,0.0,35.83,-36.95,0.5332215978861619,5.0,0
-9.6,3.09,-1.44,-0.05,0.23,0.26,56.37,-15.68,13.0,-74.81,-54.88,0.5332213970018392,3.0,0
-9.05,3.15,-3.32,-0.38,0.35,-0.09,51.32,-17.82,15.77,-70.04,-69.08,0.5332096200783658,2.0,0
3.28,0.15,-13.68,0.36,-0.24,0.13,-23.0,3.67,63.97,9.18,-94.23,0.5332093908343414,4.0,0
0.94,-16.76,-10.9,-0.02,0.23,0.0,-29.11,26.88,-20.42,27.86,-26.99,0.5332003591367411,5.0,0
3.16,-16.66,-7.86,0.0,-0.03,0.29,-10.59,30.46,20.07,35.38,-36.9,0.5331834033836643,4.0,0
-9.77,-3.27,-0.04,1.27,-0.71,1.12,56.37,11.91,-1.21,-52.61,29.15,0.5331759639932702,5.0,0
-10.41,1.5,-0.78,0.19,-0.39,0.03,62.5,-18.72,14.99,-69.55,-40.23,0.5331734029613527,2.0,0
4.9,-12.22,-5.47,-0.69,0.96,0.69,0.0,0.0,0.0,42.42,-32.19,0.5331707480746819,5.0,0
1.02,-18.35,-6.37,0.07,0.27,-0.24,0.08,33.33,0.85,35.61,-31.95,0.5331679856386987,5.0,0
-10.82,-1.77,1.1,0.51,-0.6,0.22,83.97,21.23,-2.5,-44.99,1.66,0.5331658090313777,5.0,0
3.6,-16.19,-8.64,-0.19,0.44,-0.02,-11.66,32.61,13.55,36.33,-36.31,0.5331578174000329,4.0,0
-7.46,-0.54,10.68,-1.96,-0.86,-0.83,42.3,-25.18,-11.0,-30.07,78.9,0.5331563746304799,3.0,0
-4.66,-18.88,-11.11,-0.28,-0.63,-0.95,0.0,0.0,0.0,6.98,-35.18,0.5331549843672451,5.0,0
-8.58,1.09,3.24,0.44,0.47,-0.27,80.36,20.87,-3.55,-42.37,3.65,0.5331543142859313,5.0,0
2.82,1.29,-9.74,0.06,0.01,0.0,-7.84,-15.32,40.39,11.73,-104.11,0.5331518865610455,4.0,0
2.75,-13.55,-11.18,-1.2,-0.27,0.16,0.0,0.0,0.0,36.58,-60.14,0.5331499131607115,5.0,0
5.84,-12.68,-5.5,-0.14,-0.64,0.07,0.0,0.0,0.0,56.59,-39.14,0.5331449323430839,4.0,0
-10.96,2.83,0.14,-0.14,0.37,0.01,57.45,-24.46,11.52,-73.29,-58.07,0.5331370164196467,3.0,0
3.94,-16.26,-8.39,-0.25,0.94,-0.08,-22.87,29.93,21.27,45.15,-24.42,0.5331350485362993,3.0,0
0.66,-16.27,-9.77,-0.49,0.82,-0.01,-5.43,32.43,13.72,29.78,-30.84,0.5331186018335445,5.0,0
2.69,-17.48,-10.68,0.36,-0.5,-0.51,-40.68,27.77,-9.61,19.95,-27.1,0.5331115620043659,4.0,0
-4.93,-17.91,-14.53,1.34,-2.09,-0.03,0.0,0.0,0.0,3.8,-29.08,0.5331087889929325,5.0,0
-4.04,2.44,5.87,0.28,-2.06,-0.05,57.45,-4.92,-30.68,-32.03,86.98,0.5331082385713742,4.0,0
4.04,-13.2,-7.11,0.17,-0.29,-0.75,0.0,0.0,0.0,32.48,-26.73,0.5331077334751526,5.0,0
3.48,-16.22,-8.61,-0.22,0.48,0.14,-12.55,32.43,15.44,37.18,-37.36,0.5330927388658142,4.0,0
-11.27,-1.75,11.9,-0.15,0.66,-0.06,48.79,19.07,12.65,-36.74,-10.86,0.5330901873888487,4.0,0
-10.53,0.37,-0.01,-0.44,1.02,0.7,77.84,-13.53,-9.78,-66.76,9.42,0.5330869016390927,5.0,0
-11.35,-17.17,-5.76,-0.38,-1.08,3.43,0.0,0.0,0.0,-31.91,-10.86,0.5330830702005726,4.0,0
-11.54,1.03,-1.95,-0.31,0.51,0.83,68.45,-15.32,7.88,-74.17,-26.07,0.5330596264300391,4.0,0
-0.42,-15.93,-11.45,-0.2,1.42,0.06,-44.6,21.68,-8.58,39.26,-31.73,0.5330588152119302,4.0,0
3.29,-73.24,-17.37,-0.44,0.08,0.42,0.0,0.0,0.0,-9.06,-30.49,0.5330482228135994,4.0,0
-5.72,-16.92,-11.57,0.08,0.01,0.03,0.0,0.0,0.0,-4.95,-31.1,0.5330474197801496,4.0,0
-5.47,0.78,1.26,0.96,-3.24,0.11,57.45,-4.92,-30.68,-33.54,85.46,0.5330447562113748,4.0,0
3.13,-16.58,-8.25,-0.13,0.5,-0.06,-20.92,30.1,19.39,48.08,-22.99,0.5330439898605804,3.0,0
-0.75,-20.7,-13.04,-0.07,-0.33,-0.42,-22.34,32.97,22.13,13.52,-19.86,0.5330403944584683,3.0,0
-6.08,-0.54,9.68,-1.24,2.81,-0.15,2.06,-21.77,-28.51,-27.21,69.59,0.5330333577737343,5.0,0
4.75,-14.09,-13.83,0.24,-0.56,-0.03,-46.56,26.88,8.4,23.64,-46.28,0.5330251103039572,4.0,0
1.69,-17.99,-6.63,-0.19,0.94,-0.21,-5.6,32.61,14.93,33.99,-31.04,0.533019544341965,3.0,0
1.54,-14.24,-9.89,-0.28,1.33,0.53,-54.03,17.56,4.97,28.38,-34.87,0.5330049158784498,5.0,0
-10.99,-2.58,2.64,-1.12,2.14,0.32,85.41,1.52,-13.6,-54.69,-3.28,0.5329952403821234,5.0,0
2.75,-16.56,-8.64,-0.19,0.13,0.02,-21.98,29.03,24.88,42.36,-31.24,0.5329947214945695,3.0,0
-9.19,-1.95,6.77,1.88,-1.96,0.44,54.38,-0.26,-33.36,-41.55,52.08,0.5329943171566134,4.0,0
-9.64,0.97,-1.23,1.46,-2.86,0.02,50.42,-10.84,14.56,-71.17,-24.28,0.5329929383463818,4.0,0
-7.09,-6.63,2.94,-0.35,0.61,-0.02,57.27,36.83,20.11,-33.7,-4.16,0.5329869377657964,4.0,0
6.02,-12.46,-7.08,-0.01,-0.52,0.13,0.0,0.0,0.0,53.39,-40.71,0.5329834498238845,4.0,0
1.65,-18.26,-11.64,-0.42,0.37,0.08,-24.3,30.64,21.96,26.89,-18.45,0.5329788766378667,3.0,0
-0.39,-16.53,-11.9,0.14,0.61,0.12,0.0,0.0,0.0,23.39,-46.93,0.5329760341317225,5.0,0
3.24,-17.72,-7.39,0.59,-0.39,0.31,-26.79,30.64,24.02,29.48,-17.31,0.5329710640460599,3.0,0
0.98,-17.1,-10.1,-0.24,0.69,0.02,-29.11,26.88,-20.42,27.85,-27.09,0.5329703964433444,5.0,0
-2.38,0.12,11.39,0.52,0.79,0.02,91.18,5.64,-104.36,-13.21,84.58,0.5329702950604279,4.0,0
-12.16,0.7,-0.6,0.08,-0.09,0.28,61.6,-17.47,10.66,-68.25,-39.25,0.5329627431420696,3.0,0
5.88,-13.72,-8.96,0.32,0.26,0.26,-37.12,27.42,-19.9,28.2,-11.92,0.5329550659734432,3.0,0
-9.28,3.19,-2.94,0.31,-0.19,0.2,50.6,-17.47,15.08,-76.6,-62.48,0.532938950425813,3.0,0
6.56,-12.04,-7.13,-0.04,-0.13,0.28,0.0,0.0,0.0,57.07,-46.6,0.5329342728788797,4.0,0
0.1,-17.5,-8.72,0.14,0.14,-0.28,-3.11,34.76,14.58,35.81,-36.05,0.5329055687984674,4.0,0
-3.4,-0.11,12.12,0.7,0.65,0.06,91.18,5.64,-104.36,-13.57,84.7,0.5329006448332211,4.0,0
3.56,-14.34,-11.27,-0.31,0.26,0.04,0.0,0.0,0.0,47.38,-69.18,0.5328901833984957,5.0,0
2.29,-16.54,-6.37,-0.18,-0.61,-0.24,-46.2,17.56,-10.12,29.2,-37.44,0.5328852190753851,4.0,0
0.17,-19.48,-9.0,0.6,-0.16,0.22,3.82,34.94,8.58,19.51,-30.98,0.5328832973202335,5.0,0
-7.33,-6.7,3.46,-0.71,0.8,-0.06,54.74,31.81,22.19,-34.28,-5.57,0.5328793182475497,4.0,0
0.99,-16.85,-4.61,0.31,0.0,-0.39,-5.78,27.06,-4.11,25.05,4.83,0.5328705688436317,5.0,0
-6.56,-3.04,0.09,-0.51,1.54,-0.56,80.0,19.8,0.26,-42.15,-1.97,0.5328648589696352,5.0,0
0.73,-17.37,-10.07,0.47,-1.54,-0.17,-2.22,34.23,3.43,22.51,-30.7,0.5328542426359293,4.0,0
3.35,-16.56,-8.92,0.41,-1.26,-0.07,-16.46,32.79,-13.38,16.93,-17.61,0.5328490068104212,5.0,0
-9.8,3.85,-5.36,-0.04,-0.15,-0.09,53.84,-24.1,20.89,-66.46,-67.76,0.5328440074092078,2.0,0
-19.34,-12.67,-1.12,0.25,-0.38,-0.04,79.28,17.29,2.34,-42.49,-5.7,0.5328413451146327,4.0,0
3.29,-15.08,-13.32,0.04,-0.37,-0.19,-46.38,26.34,5.83,23.45,-45.16,0.5328408206834688,4.0,0
1.67,-21.17,-13.5,-0.02,1.05,0.0,0.0,0.0,0.0,27.03,-20.66,0.5328387845821617,5.0,0
-5.54,-2.77,17.64,-2.44,1.7,-0.71,28.41,-4.57,-3.2,-16.14,69.43,0.5328363908552833,5.0,0
-11.15,-1.2,7.88,0.09,0.35,0.0,57.63,16.39,13.17,-36.98,-8.67,0.5328167179108836,4.0,0
-12.77,-2.93,-3.95,-0.24,-0.33,-0.21,84.33,15.5,-1.47,-44.04,3.78,0.5328153362365892,5.0,0
-4.51,-19.06,-13.0,-0.27,-0.58,-0.99,0.0,0.0,0.0,6.1,-34.99,0.532813219480246,5.0,0
-8.92,2.57,-3.62,0.28,-0.36,0.67,52.04,-10.3,15.77,-71.69,-44.51,0.5327961171645232,4.0,0
-6.33,-12.96,-5.45,0.15,-0.36,-1.85,0.0,0.0,0.0,13.72,-42.18,0.532790186204079,5.0,0
0.63,-14.72,-4.06,0.85,-3.55,0.86,0.0,0.0,0.0,-4.09,-7.15,0.5327873754199927,4.0,0
-11.68,2.15,-0.57,0.04,0.04,0.07,60.7,-20.87,12.91,-72.15,-54.1,0.5327655821165158,2.0,0
-10.45,-2.25,-4.76,-0.19,-0.18,1.46,38.86,8.15,23.57,-52.78,-40.47,0.5327631823088539,5.0,0
3.68,-16.85,-11.28,-0.27,0.57,0.26,-50.65,20.25,-3.08,24.05,-33.24,0.5327614031270067,4.0,0
-11.02,-0.94,-0.34,0.84,-0.34,-0.34,72.78,-4.92,-14.3,-59.71,26.69,0.5327610710495119,5.0,0
3.24,-16.28,-9.75,0.34,-1.3,-0.05,-7.56,31.0,-9.61,28.28,0.52,0.5327574630082319,5.0,0
-9.22,2.94,-1.96,-0.39,0.28,-0.16,51.5,-19.07,16.29,-69.71,-69.77,0.5327512538742661,2.0,0
-12.56,2.66,12.02,-0.7,1.5,-0.03,50.78,14.24,7.97,-36.95,-3.92,0.5327480930036976,4.0,0
-9.51,3.0,-3.02,-0.12,0.0,0.1,55.11,-23.56,16.89,-69.31,-65.5,0.5327409447905567,3.0,0
-2.29,3.83,12.43,0.57,-0.27,-0.08,30.93,0.26,-69.0,-12.07,99.35,0.5327395793374635,3.0,0
0.89,-16.18,-11.02,0.26,-0.98,-0.29,-30.89,29.03,-9.09,22.26,-19.16,0.5327379998420031,4.0,0
5.82,-12.7,-5.87,-0.11,-0.65,0.08,0.0,0.0,0.0,56.0,-39.56,0.5327357490145261,4.0,0
5.77,-12.57,-4.89,-0.2,-0.55,0.04,0.0,0.0,0.0,56.89,-39.26,0.5327343707427061,4.0,0
5.08,-9.98,-17.01,-0.05,0.0,0.04,-31.78,22.76,35.0,25.82,-73.58,0.5327156880361856,4.0,0
-0.3,-16.11,-9.74,-0.47,-0.96,-0.85,-9.34,32.43,-20.24,13.08,-21.37,0.532715412362357,5.0,0
1.15,-17.46,-7.88,0.01,-0.12,0.1,-19.14,29.75,25.56,33.43,-30.88,0.532712295616863,3.0,0
-9.85,-0.8,4.84,-0.36,1.08,0.21,77.66,26.79,6.32,-43.57,-3.93,0.5327108700677597,5.0,0
-3.08,-2.81,-6.74,-0.97,-0.34,-0.28,58.35,38.26,20.8,-35.97,-5.64,0.5326940794229981,4.0,0
0.65,-17.18,-10.13,0.46,-1.53,-0.12,-2.22,34.23,3.43,21.02,-28.99,0.5326879703110581,4.0,0
-8.74,3.43,-5.32,-0.2,-0.34,-0.12,48.25,-17.29,15.6,-71.48,-66.74,0.532681403547897,2.0,0
-12.51,2.13,6.82,1.15,0.24,0.07,80.36,12.27,-5.63,-43.11,2.39,0.5326788101604919,5.0,0
1.0,-20.27,-12.9,-0.36,1.28,0.2,0.0,0.0,0.0,20.04,-22.04,0.5326718549635525,4.0,0
-9.16,5.37,5.21,-0.43,2.11,0.1,56.37,-18.54,-10.57,-71.11,83.12,0.5326674244865875,4.0,0
-2.25,0.82,-0.68,0.16,-0.18,0.33,-198.69,-29.48,-300.61,-9.39,95.9,0.5326665863608292,4.0,0
1.08,-16.89,-8.91,0.01,0.41,0.24,-3.29,32.08,0.0,47.3,-20.8,0.5326656936104489,4.0,0
-4.29,3.36,9.67,0.32,-0.16,0.11,18.12,-43.1,-39.44,-32.15,93.93,0.53265927209085,4.0,0
0.89,-16.18,-11.02,0.26,-0.98,-0.29,-30.89,29.03,-9.09,22.24,-19.03,0.5326456307649375,4.0,0
1.33,-16.26,-9.43,-0.03,-0.07,-0.25,-42.28,26.16,-7.37,21.91,-26.7,0.53263817119604,4.0,0
-11.57,-3.2,-3.96,-0.01,-0.76,-0.12,87.94,20.52,1.3,-44.71,-4.3,0.5326326089164741,4.0,0
4.93,-9.97,-17.25,-0.08,0.04,0.03,-30.0,20.96,36.38,25.55,-72.89,0.5326236257264612,4.0,0
-9.07,2.93,2.64,0.59,-0.65,-0.35,53.66,-18.72,6.58,-82.21,8.84,0.5326218323765781,3.0,0
2.66,-18.99,-12.42,0.12,-0.57,-0.31,-26.08,33.51,1.71,23.83,-43.27,0.532618964153047,4.0,0
3.66,-15.6,-10.08,-0.28,-0.41,-0.25,-51.54,20.78,-0.17,24.17,-27.22,0.5326178588113739,4.0,0
1.92,-16.23,-9.89,0.48,0.22,0.3,0.0,0.0,0.0,22.81,-29.35,0.5326177339677403,5.0,0
-0.75,1.81,9.3,0.04,-0.06,0.01,201.77,181.46,-311.19,-8.56,92.6,0.5325924274795839,4.0,0
-9.69,-2.46,-5.99,-1.92,1.52,0.39,75.48,16.04,30.94,-39.9,-48.19,0.5325905599107637,4.0,0
-6.65,-8.41,-26.62,-0.05,-0.45,0.44,86.31,19.26,-0.6,-44.11,1.21,0.5325873453144363,4.0,0
-10.53,0.37,-0.01,-0.44,1.02,0.7,77.84,-13.53,-9.78,-66.35,10.63,0.5325851152495561,5.0,0
3.99,-16.91,-9.84,-1.23,-0.67,0.22,0.0,0.0,0.0,31.11,-47.86,0.532581058835367,5.0,0
2.88,-16.7,-7.6,-0.13,0.47,-0.04,-20.92,30.1,19.39,48.03,-23.13,0.5325753671674917,3.0,0
6.48,-11.73,-6.85,-0.09,0.01,0.15,0.0,0.0,0.0,60.76,-49.3,0.5325701679586283,4.0,0
-11.36,3.02,0.92,0.02,-0.03,0.45,67.01,-19.26,7.88,-76.78,-26.01,0.5325684566138277,3.0,0
2.93,1.37,-9.52,0.1,-0.04,0.0,-9.65,-13.88,41.78,11.74,-104.01,0.5325644719217991,4.0,0
2.8,-16.24,-9.74,0.14,-0.94,0.07,-17.53,28.49,22.65,21.86,-27.74,0.5325554527083332,3.0,0
-10.56,1.22,-3.73,-0.12,-0.13,0.75,59.62,-7.25,35.79,-49.64,-66.0,0.5325532509408175,5.0,0
