v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_vae,anomaly_vote_count,GERCEK_ETIKET_label
-10.17,-4.42,-0.53,-0.03,0.02,0.1,82.53,25.18,6.84,-40.38,-0.88,0.026951410442092948,1.0,0
1.2,-14.46,-6.49,-0.18,0.04,0.29,0.0,0.0,0.0,9.64,-11.24,0.026950790967867788,1.0,0
2.11,-15.51,-7.31,-0.13,0.24,0.03,0.0,0.0,0.0,22.34,-26.11,0.02695025318255144,1.0,0
-9.69,-13.83,-11.35,0.08,-0.65,0.1,0.0,0.0,0.0,-7.58,-35.57,0.02694883383776082,1.0,0
-8.53,-4.17,-1.14,0.07,0.06,0.04,54.2,19.44,10.57,-38.11,-6.32,0.026948832135908554,1.0,0
-9.02,2.16,-2.78,-0.1,0.48,-0.02,50.78,-14.42,14.56,-67.99,-57.52,0.026948622808079723,2.0,0
-0.97,-15.58,-8.57,0.02,-0.58,0.1,0.0,0.0,0.0,16.01,-30.88,0.026947685087480647,1.0,0
-8.67,-5.13,-1.04,0.0,0.06,-0.09,57.45,31.27,15.08,-40.28,0.01,0.02694748426891315,1.0,0
-10.61,-4.41,-1.31,0.02,0.06,0.09,76.2,23.56,6.67,-40.43,-16.96,0.026946500598302864,1.0,0
-8.64,-4.72,-1.0,-0.08,0.1,-0.04,42.66,18.37,9.52,-34.77,-3.89,0.026945940688907044,1.0,0
-9.52,-3.3,-2.95,-0.06,-0.17,-0.17,74.59,9.05,1.99,-45.35,-2.9,0.026944987651637567,1.0,0
-8.55,-5.55,-0.45,-0.04,-0.01,0.05,49.15,18.72,9.88,-35.72,-1.28,0.026944368177412404,1.0,0
-10.24,-4.48,1.44,-0.09,0.24,0.01,85.77,22.31,4.76,-40.09,-4.39,0.02694398866435688,1.0,0
-9.51,-5.12,-0.8,0.13,-0.35,0.09,67.91,23.2,-0.26,-39.45,-3.74,0.02694322453268903,1.0,0
3.67,-16.65,-9.73,-0.1,-0.03,-0.01,-46.91,24.73,-6.69,24.67,-28.67,0.026942885864087912,4.0,0
-11.15,-4.59,0.42,0.28,0.0,0.11,75.84,14.96,1.12,-40.32,-4.34,0.026940324576426186,1.0,0
0.25,-15.46,-7.3,0.03,-0.39,-0.02,0.0,0.0,0.0,19.96,-25.84,0.026937877312866346,1.0,0
-10.24,0.82,-4.53,0.12,-0.18,-0.02,50.05,-6.54,16.29,-58.98,-37.01,0.026936543060689076,1.0,0
-6.51,-0.26,6.53,0.24,-0.89,0.26,63.76,17.47,-34.32,-39.84,73.45,0.026936316714337574,1.0,0
-6.64,-4.26,-7.34,-0.15,0.44,-0.2,35.26,11.02,29.47,-24.9,-45.44,0.026933985176731883,1.0,0
0.8,-14.43,-8.41,0.15,0.35,0.04,0.0,0.0,0.0,22.73,-27.88,0.026933364000654457,1.0,0
-10.41,-5.24,0.05,0.3,-0.27,0.03,88.12,21.41,7.02,-40.05,-3.07,0.026933341876574986,1.0,0
-8.63,-4.57,-0.2,0.08,0.5,-0.23,56.19,36.47,17.32,-34.67,-4.52,0.02693322955432537,1.0,0
-2.2,1.37,8.26,0.05,-0.1,0.0,26.96,-4.92,7.88,-15.78,92.27,0.02693257604305487,1.0,0
-8.44,-4.01,0.9,0.54,-0.7,0.06,58.17,38.79,18.55,-36.71,3.73,0.02693224248001055,1.0,0
-9.09,-4.9,-0.47,-0.01,0.0,0.05,53.3,15.68,11.44,-35.62,-6.86,0.026932164194806273,1.0,0
-0.01,-14.96,-9.18,0.09,0.28,-0.04,0.0,0.0,0.0,20.58,-30.62,0.026931679166910198,1.0,0
-10.09,-4.66,-0.48,0.11,-0.24,0.03,87.04,21.77,2.16,-42.1,-0.78,0.02693027684064225,1.0,0
-8.05,-12.02,-6.48,0.0,-0.1,-0.12,0.0,0.0,0.0,-6.08,-15.0,0.02692985478128005,1.0,0
-7.96,5.76,-3.52,-0.06,0.01,-0.14,38.33,-33.78,15.68,-63.15,-111.01,0.026929408895986117,4.0,0
-8.64,-4.21,-2.66,0.0,-0.11,0.19,67.19,29.84,23.75,-36.99,-3.12,0.026928917060680974,1.0,0
-9.12,-9.58,-5.18,-0.1,0.03,-0.07,0.0,0.0,0.0,-15.31,-22.68,0.026928639658761466,1.0,0
-9.85,-5.01,-1.39,-0.1,-0.11,0.0,77.84,26.97,7.88,-38.55,-3.49,0.02692856647911399,1.0,0
-2.25,3.3,10.7,-0.1,0.06,-0.12,22.63,6.9,-14.99,-13.66,94.1,0.026928396293887297,1.0,0
-9.35,1.8,-4.51,0.05,-0.01,0.11,51.14,-13.71,16.64,-64.41,-64.08,0.026926539573064078,2.0,0
-7.53,-0.33,6.69,-0.09,0.48,-0.1,67.37,27.51,-32.93,-35.44,65.64,0.02692596264514559,1.0,0
-10.05,2.13,-5.68,0.21,-0.18,-0.06,48.61,-23.92,22.1,-65.23,-68.84,0.026923469431574542,3.0,0
-0.38,-16.38,-7.02,0.09,-0.13,0.06,0.0,0.0,0.0,17.92,-25.74,0.026922693386940824,1.0,0
-1.19,-19.34,-5.99,0.05,-0.35,-0.15,0.0,0.0,0.0,24.49,-26.59,0.02692239556279411,1.0,0
2.69,-16.75,-10.03,0.18,0.0,0.08,-38.37,28.31,-12.18,26.96,-19.91,0.02692214539051087,3.0,0
-9.69,-4.9,-0.21,0.07,0.07,-0.21,61.96,34.32,23.57,-35.45,-5.57,0.026921347221797686,1.0,0
-10.24,-2.74,-0.83,-0.09,-0.01,-0.09,78.2,5.46,0.6,-48.45,0.78,0.02692101365875337,1.0,0
-5.04,-2.21,7.66,0.07,0.0,0.0,49.33,20.34,-50.62,-24.88,62.95,0.026920903038356016,1.0,0
-10.38,-3.32,1.32,-0.07,-0.14,-0.07,69.0,16.75,1.12,-44.96,3.8,0.02692038056971007,1.0,0
-8.76,-5.18,-1.0,-0.05,-0.06,0.22,58.35,19.26,10.74,-35.44,-6.37,0.026918545972966324,1.0,0
-9.84,0.9,-2.17,-0.11,-0.01,0.04,54.93,-8.15,17.16,-67.11,-41.41,0.02691722363375492,1.0,0
-8.72,-3.12,3.42,-0.13,0.5,-0.19,66.83,23.38,-5.72,-42.77,24.38,0.026916389726144126,1.0,0
-6.61,-4.9,-2.4,0.0,-0.07,0.04,28.75,-26.34,-8.92,-32.06,-9.7,0.026916224646474234,1.0,0
-10.26,-3.91,-0.5,0.15,-0.09,0.1,76.39,20.87,3.38,-41.62,-2.46,0.02691561878706721,1.0,0
-10.45,-3.32,-0.21,0.04,-0.08,-0.2,76.93,7.79,2.5,-46.84,-3.55,0.026915480937033588,1.0,0
-9.72,-5.64,-0.92,0.04,0.1,-0.18,79.28,30.19,4.76,-37.21,-2.04,0.026915450303692783,1.0,0
-9.78,-4.01,-0.46,0.0,0.03,0.1,69.72,19.26,-2.34,-42.14,-3.17,0.026915445198135983,1.0,0
-9.93,-3.28,-1.66,-0.09,0.02,-0.01,75.48,8.86,-0.95,-44.78,-2.23,0.02691466404794546,1.0,0
-10.16,1.24,-8.72,0.05,0.23,0.0,62.5,-17.64,11.52,-70.14,-38.81,0.026914386646025953,2.0,0
-0.7,1.59,9.27,0.02,-0.04,0.0,212.77,104.93,202.53,-11.3,97.53,0.026914063294095236,4.0,0
-9.73,-5.03,0.98,-0.35,0.39,-0.05,78.38,18.89,0.43,-43.31,-2.74,0.02691376887365306,1.0,0
-10.62,-5.53,-0.1,-0.06,0.16,0.1,83.61,21.23,4.07,-41.73,-0.7,0.026913583371755964,1.0,0
-8.48,-4.8,0.49,0.03,-0.1,0.04,63.04,39.33,20.45,-37.24,-0.43,0.02691266777523636,1.0,0
-10.24,-5.77,-0.99,0.07,-0.28,0.13,82.17,19.8,-2.16,-39.93,4.03,0.026910596621027506,1.0,0
-10.06,-3.99,-2.65,-0.17,0.02,0.13,80.0,22.31,15.16,-40.96,-9.88,0.026910188176483444,1.0,0
-1.85,-19.98,-6.92,0.46,-0.28,-0.14,0.0,0.0,0.0,19.61,-13.12,0.0269101132949837,1.0,0
-13.34,-9.69,-0.72,0.0,0.0,0.0,57.09,15.14,11.26,-34.2,-5.86,0.026909384902213455,1.0,0
-8.1,-5.43,-0.28,0.04,0.04,-0.06,50.42,35.75,19.76,-34.31,-4.81,0.026908625876102404,1.0,0
-8.64,-4.15,0.35,-0.02,0.16,0.0,45.0,20.7,6.93,-30.28,-0.28,0.026908433566796244,1.0,0
0.92,-14.8,-8.32,-0.1,-0.02,0.01,0.0,0.0,0.0,20.79,1.17,0.026907834514798286,1.0,0
-7.75,-4.88,-3.69,0.07,0.14,0.07,34.98,-26.88,-6.69,-29.86,-6.75,0.026907502653606235,1.0,0
-1.55,-15.34,-7.87,-0.49,0.4,-0.01,0.0,0.0,0.0,21.76,-24.5,0.026906096923633754,1.0,0
-1.43,-0.3,7.94,0.41,-0.34,0.04,25.7,27.33,-58.77,-9.24,89.18,0.026906062886588415,1.0,0
-2.38,-19.17,-9.58,-0.08,0.17,0.11,0.0,0.0,0.0,22.19,-27.08,0.026905504679044862,1.0,0
-1.32,-15.3,-7.8,-0.45,0.31,0.02,0.0,0.0,0.0,21.73,-24.54,0.026905409375317914,1.0,0
-7.86,-5.4,-0.62,0.03,0.12,0.0,57.45,37.0,20.63,-34.74,-2.03,0.026904335506537484,1.0,0
2.8,-16.12,-8.39,-0.17,-0.4,0.03,-46.56,18.63,-15.27,30.49,-32.62,0.026904212973174264,5.0,0
-2.17,1.05,9.11,0.26,-0.54,0.01,3.15,-29.3,-14.64,-13.67,92.87,0.02690361221932404,1.0,0
0.12,-15.57,-7.38,-0.16,0.56,0.25,0.0,0.0,0.0,26.77,-30.06,0.026902744274667906,1.0,0
-9.71,-14.2,-9.68,-0.03,0.06,0.01,0.0,0.0,0.0,-8.29,-29.99,0.026902146924522214,1.0,0
-8.88,-5.17,-3.55,0.16,-0.23,0.0,55.65,15.86,11.61,-35.68,-3.41,0.026902073744874737,1.0,0
-9.77,-2.78,-1.47,-0.26,0.11,0.08,58.53,7.97,15.77,-47.96,-21.52,0.026900468898187025,1.0,0
-8.64,-5.51,-1.48,0.13,-0.2,0.01,57.27,15.68,12.13,-37.21,-1.31,0.026899522668326615,1.0,0
-0.55,-15.23,-7.07,-0.07,-0.17,0.13,0.0,0.0,0.0,40.34,-24.73,0.02689913124230522,1.0,0
-8.84,-5.44,-0.53,0.0,-0.13,0.08,56.55,17.82,11.78,-35.8,-6.96,0.02689847773103472,1.0,0
0.31,-16.56,-10.06,0.11,-0.17,-0.17,0.0,0.0,0.0,17.42,-35.7,0.02689810162168373,1.0,0
-8.44,-5.05,-1.66,-0.38,0.38,-0.19,60.88,34.67,25.31,-36.53,-12.45,0.026897728916037273,1.0,0
2.4,-18.84,-10.25,0.12,-0.69,-0.26,-26.08,33.51,1.71,24.0,-43.64,0.026897585960446852,5.0,0
-9.99,-6.16,-0.39,0.02,-0.26,0.04,81.8,16.93,3.03,-40.58,-0.71,0.026897429390038294,1.0,0
-8.27,-5.76,0.23,0.11,-0.12,0.05,57.99,19.26,12.13,-33.79,-8.57,0.02689712646033478,1.0,0
-8.31,-4.43,-11.94,-0.26,0.35,-0.03,0.0,0.0,0.0,-18.43,-53.72,0.026896995417710227,1.0,0
-6.41,-2.27,6.92,0.07,0.37,0.21,51.32,21.95,-33.45,-29.23,52.62,0.02689692223806275,1.0,0
-9.12,-13.8,-9.44,0.09,-0.21,-0.11,0.0,0.0,0.0,-9.79,-28.95,0.02689506041168273,1.0,0
-8.81,-5.08,0.1,-0.05,0.25,0.16,68.09,34.67,26.35,-36.19,-5.44,0.026894774500501886,1.0,0
-8.51,-4.55,0.21,-0.14,0.04,0.08,57.09,17.64,11.96,-36.52,-4.83,0.026894628141206932,1.0,0
0.12,-18.62,-7.99,-0.06,-0.62,0.06,0.0,0.0,0.0,20.57,-26.85,0.026893249640870722,1.0,0
-8.53,-4.78,0.34,0.11,0.33,-0.11,56.91,39.69,18.03,-35.96,-2.59,0.026892245548033235,1.0,0
-4.43,-2.22,9.48,0.24,-0.4,0.07,43.74,19.07,-46.28,-22.53,62.61,0.02689182689237557,1.0,0
-9.71,-4.73,-1.02,-0.14,-0.01,0.0,77.84,26.97,7.88,-38.55,-3.56,0.026891462695990447,1.0,0
2.24,-15.13,-7.3,-0.07,0.23,0.18,0.0,0.0,0.0,26.92,-27.92,0.026890839818060754,1.0,0
-10.13,-4.38,1.89,-0.13,0.27,-0.18,83.25,24.1,-0.43,-39.92,-0.19,0.026890189710494786,1.0,0
-0.6,-16.16,-6.32,0.15,0.2,0.04,0.0,0.0,0.0,21.12,-16.0,0.026890017823415827,1.0,0
-8.77,-4.43,-0.36,-0.53,0.69,0.18,45.54,19.8,10.57,-35.36,-7.36,0.026889759141871254,1.0,0
-10.9,-11.67,-9.48,-0.21,0.4,-0.07,0.0,0.0,0.0,-21.56,-33.42,0.026889073295407684,1.0,0
1.19,-14.94,-7.59,-0.03,-0.14,-0.05,0.0,0.0,0.0,14.1,-26.36,0.026888589969363875,1.0,0
1.47,-16.44,-8.64,0.03,-0.12,-0.01,-16.64,30.1,-20.42,27.53,-29.0,0.026888014743297654,3.0,0
-8.86,-4.84,0.2,-0.09,0.1,-0.06,57.99,30.02,15.6,-36.71,1.05,0.02688759608763999,1.0,0
-8.14,-7.41,-18.87,0.01,-0.22,0.0,0.0,0.0,0.0,-18.85,-51.97,0.026887000439346564,1.0,0
-0.89,-14.68,-5.14,-0.11,-0.38,0.19,0.0,0.0,0.0,22.84,-20.18,0.02688604059466802,1.0,0
-0.34,-15.86,-8.29,0.21,0.02,-0.14,0.0,0.0,0.0,34.71,-28.49,0.02688594529094107,1.0,0
-2.15,-17.52,-14.89,-0.04,-0.14,-0.13,0.0,0.0,0.0,19.52,-41.76,0.02688580233535065,3.0,0
1.73,-17.42,-8.5,0.03,-0.44,0.15,-12.19,34.94,-8.92,18.72,-18.95,0.0268850484147964,3.0,0
-8.64,-4.91,-1.03,-0.01,0.17,-0.18,43.56,16.39,7.97,-35.0,-3.3,0.02688427917757175,1.0,0
5.66,-12.16,-5.65,0.14,-0.15,0.53,0.0,0.0,0.0,38.17,-15.81,0.02688315935878011,3.0,0
-8.48,-4.71,-0.26,0.17,-0.38,0.2,60.7,36.29,21.67,-36.53,-2.18,0.026883047036530494,1.0,0
2.19,-15.05,-6.57,-0.15,0.06,0.15,0.0,0.0,0.0,29.97,-25.52,0.02688245138823707,1.0,0
-8.27,-4.59,3.01,0.22,-0.67,0.1,60.7,37.36,-7.1,-33.36,25.55,0.026881838721420977,1.0,0
-10.31,-4.05,-1.47,-0.34,0.55,0.0,78.02,19.98,-0.6,-41.44,-3.74,0.02687997008763189,1.0,0
-5.16,-17.13,-12.98,-0.38,-0.19,-0.02,0.0,0.0,0.0,17.19,-44.64,0.026879673965337445,3.0,0
-10.41,-3.42,-0.2,0.07,-0.08,0.02,74.41,13.53,-1.99,-42.46,-3.56,0.02687954973012196,1.0,0
-8.65,-3.94,-1.96,-0.03,-0.06,0.21,49.51,20.52,11.26,-37.06,-7.94,0.02687898471516934,1.0,0
-10.58,-4.23,-1.36,0.27,-0.45,-0.09,72.59,14.24,0.78,-42.04,-7.88,0.026878678381761292,1.0,0
-8.33,-7.07,0.84,0.07,-0.16,0.0,49.69,23.2,12.82,-26.95,-11.25,0.026877546650003786,1.0,0
0.98,-15.03,-9.42,-0.29,-0.01,0.15,0.0,0.0,0.0,24.44,-30.6,0.02687727265178881,1.0,0
-10.03,-4.49,-1.7,0.36,-0.18,0.12,76.03,19.07,4.07,-42.0,-0.98,0.026877214788811735,1.0,0
2.97,-15.89,-6.62,-0.01,0.14,0.22,-21.98,29.03,24.88,41.77,-31.08,0.026876220907087852,4.0,0
-9.14,-5.84,-1.06,-0.1,-0.19,0.07,59.98,33.78,16.8,-36.95,-2.09,0.026875385297624788,1.0,0
-10.42,-4.49,-1.21,0.13,-0.21,0.0,73.69,16.75,-0.26,-40.22,0.19,0.026875203199432228,1.0,0
-10.67,-3.85,1.0,-0.02,-0.14,-0.01,71.52,12.09,-12.04,-43.94,9.03,0.026874263776980885,1.0,0
-0.47,-14.61,-9.12,-0.13,0.48,0.08,0.0,0.0,0.0,13.64,-22.37,0.02687206158014748,1.0,0
-9.03,-5.05,-1.1,0.11,-0.21,0.02,58.71,16.75,12.13,-37.71,-1.1,0.026871962872716,1.0,0
-10.14,-5.13,-0.22,-0.18,-0.07,-0.09,76.93,17.47,-2.68,-41.74,0.08,0.026871498267047128,1.0,0
-9.84,-4.79,-1.06,-0.1,0.24,0.07,87.76,21.05,4.24,-40.33,-2.67,0.02687107110212813,1.0,0
-8.52,-4.78,-2.42,-0.35,0.68,-0.12,53.12,13.35,16.8,-35.59,-12.83,0.026870228685256,1.0,0
-7.48,-5.38,-3.28,-0.21,-0.22,0.0,49.69,23.2,12.82,-27.12,-11.41,0.02687010615189278,1.0,0
-8.93,-11.69,-9.28,0.14,-0.34,0.07,32.85,2.5,11.49,-9.88,-34.47,0.02686818646253569,1.0,0
-3.49,-5.41,1.41,0.06,-0.08,0.03,0.0,0.0,0.0,4.04,11.12,0.02686654077139357,1.0,0
-1.63,-15.74,-8.1,-0.06,-0.59,-0.1,0.0,0.0,0.0,10.76,-25.25,0.026866312723189803,1.0,0
-9.44,-3.83,0.4,-0.03,-0.35,-0.1,61.96,29.66,15.6,-41.36,1.77,0.026865681335998773,1.0,0
-1.78,-11.52,-1.45,-0.34,-0.07,-0.19,0.0,0.0,0.0,26.11,3.24,0.026865286506272845,1.0,0
-9.73,-1.68,-2.25,-0.28,0.36,0.03,50.42,2.06,11.09,-55.84,-20.06,0.026864896782103718,1.0,0
-9.43,-1.81,-3.38,-0.04,0.0,0.08,50.42,2.06,11.09,-56.02,-18.97,0.026863630604017124,1.0,0
-2.36,-18.92,-9.05,-0.06,-0.7,-0.15,0.0,0.0,0.0,13.46,-25.2,0.02686336681691575,1.0,0
-14.37,-4.9,-0.42,0.0,0.0,0.1,53.48,17.29,11.61,-35.81,-7.86,0.026862939651996754,1.0,0
-5.04,-2.56,7.51,0.09,-0.18,0.07,49.87,23.74,-40.39,-24.84,55.4,0.02686212616661316,1.0,0
-10.59,-5.53,1.0,0.18,-0.34,0.17,79.45,20.7,10.48,-40.88,-5.31,0.02686066427551587,1.0,0
1.55,-16.15,-8.97,-0.08,0.06,-0.27,0.0,0.0,0.0,24.27,-29.33,0.02686049749399371,1.0,0
2.38,-17.1,-7.06,-0.09,-0.04,0.07,-18.78,34.05,-20.42,26.67,-30.38,0.026859340234452203,4.0,0
-8.02,-6.78,-0.8,0.21,0.08,-0.21,66.11,36.29,27.91,-33.69,-17.15,0.026858906262124137,1.0,0
-10.61,0.26,-1.75,-0.06,-0.23,-0.01,65.75,-12.63,14.3,-66.24,-24.45,0.02685837358236459,2.0,0
-7.91,-6.08,-0.96,0.17,-0.22,-0.12,45.36,19.62,7.62,-30.4,0.22,0.026857095491312124,1.0,0
-8.69,-4.76,1.32,0.42,-0.7,0.14,53.48,20.52,10.92,-35.02,1.94,0.026856763630120076,1.0,0
-8.13,-12.2,-8.19,-0.01,0.15,0.03,30.89,6.98,6.52,-8.54,-29.72,0.026856661518984058,1.0,0
-9.59,0.14,-4.12,0.15,-0.25,0.02,47.35,-6.36,16.8,-61.77,-34.72,0.02685633476334881,1.0,0
-10.01,-3.81,0.45,-0.24,0.52,-0.09,82.17,16.57,2.34,-41.69,-3.64,0.026855648916885237,1.0,0
-2.25,1.39,11.82,-0.09,0.26,0.04,44.64,24.28,-99.16,-12.75,86.74,0.02685332759039315,1.0,0
-8.49,-13.78,-3.26,-0.2,0.28,0.07,0.0,0.0,0.0,-5.87,-15.36,0.02685271832728159,1.0,0
-2.33,-0.2,9.28,-0.08,-0.05,0.17,31.29,12.09,-54.78,-14.75,87.45,0.026851724445557706,1.0,0
-0.9,-15.33,-6.74,0.06,0.05,0.1,0.0,0.0,0.0,12.41,-20.63,0.026851236013957096,1.0,0
-10.82,2.95,-1.01,0.23,-0.12,-0.06,53.48,-29.48,8.4,-83.13,-43.84,0.02685049230451645,3.0,0
-3.4,-5.61,1.68,0.07,-0.08,0.04,0.0,0.0,0.0,4.16,11.1,0.02684914613937331,1.0,0
-10.08,-1.61,0.21,0.2,-0.1,0.09,59.25,0.08,8.84,-54.85,-6.84,0.026848467100318806,1.0,0
-6.4,-3.79,5.73,0.32,-0.72,0.0,57.27,32.52,-30.16,-28.2,45.31,0.026847919103888857,1.0,0
0.08,-13.98,-6.09,0.03,0.34,-0.18,0.0,0.0,0.0,29.42,-20.33,0.026846800986949484,1.0,0
-10.09,-5.35,1.01,-0.07,0.07,-0.03,81.98,18.54,2.5,-45.05,3.78,0.026846661435063597,1.0,0
-10.1,3.78,-1.39,-0.11,0.46,0.03,57.45,-24.46,11.52,-73.53,-57.97,0.02684411886777681,4.0,0
-8.64,-4.47,-1.88,0.08,-0.17,0.24,67.37,36.83,24.61,-36.0,-13.78,0.02684237957476001,1.0,0
-2.48,-17.93,-7.07,-0.29,0.39,0.08,0.0,0.0,0.0,13.18,-18.51,0.0268410163910942,1.0,0
0.38,-15.6,-7.18,0.03,-0.39,-0.01,0.0,0.0,0.0,19.72,-25.69,0.026839666822246526,1.0,0
-8.16,-5.14,0.63,0.0,0.18,0.0,53.84,31.27,16.46,-36.04,-2.95,0.02683941664996329,1.0,0
-9.69,-3.88,1.17,-0.17,0.45,-0.02,64.31,17.29,-2.94,-45.79,18.29,0.026839168179532316,1.0,0
-8.94,-4.34,-0.31,0.03,-0.19,0.08,61.42,34.85,17.51,-39.14,-0.14,0.02683886184612427,1.0,0
-0.49,-14.49,-5.46,0.23,0.38,0.05,0.0,0.0,0.0,29.62,-14.81,0.02683866783496584,1.0,0
-1.36,-18.68,-9.45,0.04,0.26,0.08,0.0,0.0,0.0,24.7,-30.68,0.026838007516286275,2.0,0
-2.62,-4.42,2.83,-0.27,0.67,0.12,0.0,0.0,0.0,8.45,10.24,0.02683714127348241,1.0,0
-8.9,-4.26,-0.08,0.0,0.06,-0.09,60.7,29.84,11.61,-40.46,0.18,0.026837039162346393,1.0,0
-10.61,-4.41,-1.31,0.02,0.06,0.09,76.2,23.56,6.67,-40.39,-17.01,0.026836598382609256,1.0,0
-9.46,-4.43,-1.8,-0.11,-0.04,0.0,79.81,18.54,5.63,-40.62,-2.44,0.026835609606442174,1.0,0
-1.71,-15.1,-7.59,0.2,-0.37,-0.03,0.0,0.0,0.0,19.9,-22.41,0.026834489787650535,1.0,0
-8.47,2.83,-3.81,0.12,-0.03,0.13,51.14,-13.71,16.64,-64.66,-64.63,0.026833378478120232,2.0,0
-8.56,-4.43,0.33,0.08,-0.51,0.24,57.63,33.6,20.45,-35.87,-3.46,0.026831249460934306,1.0,0
-1.77,-17.94,-9.62,-0.37,-0.17,-0.14,0.0,0.0,0.0,23.71,-32.98,0.026830247069949086,1.0,0
-1.89,-13.22,-4.78,0.03,0.34,-0.13,0.0,0.0,0.0,18.54,-18.86,0.026830090499540528,1.0,0
-1.71,0.56,8.61,-0.08,0.15,-0.1,36.71,25.71,-102.97,-11.06,89.83,0.0268292378715548,1.0,0
-0.16,-15.42,-5.88,0.51,-0.64,-0.21,0.0,0.0,0.0,15.07,-16.79,0.026828431193580277,1.0,0
-9.05,1.89,-4.19,-0.06,-0.06,-0.08,47.71,-15.68,16.46,-65.5,-59.67,0.026828225269455976,1.0,0
-6.93,-3.1,5.07,0.07,-0.32,0.09,57.81,31.99,-25.13,-31.73,43.13,0.02682785256380952,1.0,0
-8.3,-5.05,-3.56,-0.35,0.69,-0.14,53.12,13.35,16.8,-35.14,-14.44,0.02682696760063072,1.0,0
-2.56,0.68,9.55,0.1,0.07,0.05,-2.43,-24.82,-16.89,-15.15,89.98,0.026826157518951663,1.0,0
-4.75,-4.7,0.1,-0.26,0.24,-0.08,58.89,29.48,20.97,-41.52,-9.38,0.02682544784655635,1.0,0
-0.63,-15.46,-7.03,-0.13,0.53,-0.01,0.0,0.0,0.0,18.37,-25.91,0.026825321909488598,1.0,0
-2.0,0.8,9.42,0.0,0.0,0.0,25.34,-26.79,-81.3,-14.07,88.78,0.026825207885386716,1.0,0
2.66,-15.88,-8.57,-0.05,0.08,0.07,-17.0,32.61,-19.73,25.59,-29.23,0.026824860707524264,3.0,0
-9.52,-4.18,-2.11,0.23,-0.41,0.08,59.8,24.64,21.84,-42.9,-11.33,0.02682456288337755,1.0,0
3.35,-16.25,-8.5,-0.23,0.46,0.16,-12.9,32.08,15.78,37.18,-37.57,0.026824062538811075,5.0,0
-9.66,-2.89,-4.11,-0.02,0.22,-0.21,66.11,36.29,27.91,-34.22,-16.91,0.026823058445973588,1.0,0
2.05,-14.43,-6.94,-0.13,0.16,0.14,0.0,0.0,0.0,30.59,-24.96,0.026822913788530897,1.0,0
-0.33,-15.53,-7.91,-0.14,0.58,0.09,0.0,0.0,0.0,20.59,-28.0,0.026822650001429523,1.0,0
-1.65,1.31,8.24,0.09,-0.16,0.0,22.27,5.46,-10.83,-13.67,94.3,0.026821892677170743,1.0,0
-8.81,-5.54,-0.8,-0.57,0.23,-0.05,56.55,19.98,14.21,-35.21,-8.66,0.026821659523410174,1.0,0
2.0,-16.89,-8.36,-0.02,-0.08,-0.15,-14.68,30.28,-19.22,29.48,-24.91,0.02682056012684574,3.0,0
-0.47,-15.28,-9.99,-0.18,0.72,-0.05,0.0,0.0,0.0,21.49,-37.88,0.02681917992465726,1.0,0
-7.71,-5.35,-12.74,-0.11,0.1,-0.03,0.0,0.0,0.0,-15.58,-59.03,0.026819122061680186,1.0,0
-1.4,1.34,12.1,-0.42,0.26,0.03,24.62,-1.15,-21.06,-12.54,93.89,0.026818551941170766,1.0,0
-10.58,-4.66,-0.73,0.17,-0.28,0.01,83.61,18.01,3.03,-39.68,0.83,0.02681830006703526,1.0,0
-10.17,-4.58,-1.45,-0.01,-0.04,-0.11,73.87,24.1,-1.47,-40.79,-10.84,0.026818267731842187,1.0,0
-9.27,-5.65,0.94,-0.14,0.51,0.13,71.52,24.64,13.95,-35.46,-17.81,0.026816102975758656,1.0,0
-0.56,1.57,7.64,-0.04,0.05,0.0,56.91,26.43,-102.28,-9.33,92.84,0.02681542563855642,1.0,0
0.64,-15.5,-8.44,0.05,0.08,0.25,0.0,0.0,0.0,29.43,-23.34,0.026815267366295595,1.0,0
-10.61,-0.31,-0.25,0.19,-0.05,0.04,50.78,-4.38,7.97,-62.79,-15.11,0.02681512100700064,1.0,0
-10.37,-5.65,1.18,-0.01,0.0,-0.03,82.89,19.44,-1.12,-43.01,-0.8,0.02681294603980351,1.0,0
-12.01,-7.58,-7.83,0.17,-0.3,0.12,74.95,18.37,-2.16,-40.76,-0.97,0.02681218531184019,1.0,0
-9.14,-5.01,-0.64,-0.07,0.09,-0.15,44.82,19.07,9.52,-34.19,-3.84,0.026809916742768378,1.0,0
5.83,-10.06,-17.04,0.0,-0.01,-0.1,-31.24,24.01,35.18,26.05,-77.5,0.026809690396416876,5.0,0
-8.52,-4.78,-2.42,-0.35,0.68,-0.12,53.12,13.35,16.8,-35.52,-13.13,0.026809087940714384,1.0,0
-8.96,-5.45,0.68,-0.51,0.42,-0.1,40.67,17.82,6.24,-34.67,-3.84,0.026808972214760234,1.0,0
-9.08,-3.33,-6.03,0.27,-0.22,0.03,57.27,6.72,15.94,-47.69,-24.12,0.02680879522212447,1.0,0
-10.49,-5.73,-0.69,-0.19,0.09,0.0,76.2,9.58,-1.3,-44.87,-2.7,0.026807930681172872,1.0,0
-8.44,-4.68,0.62,0.34,-0.52,0.09,43.56,17.82,5.89,-35.36,2.08,0.026807171655061825,1.0,0
-8.3,-4.12,0.16,-0.2,0.34,-0.07,54.74,18.54,13.52,-37.54,-7.18,0.02680688574388098,1.0,0
