v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_deep_svdd,anomaly_vote_count,GERCEK_ETIKET_label
-10.63,-12.4,-10.85,0.0,-0.07,0.0,0.0,0.0,0.0,-13.19,-32.83,0.0009852700726476701,1.0,0
-8.52,-4.95,-0.79,0.01,-0.02,0.05,48.43,40.22,26.87,-35.48,-5.75,0.000985235409611893,1.0,0
-10.53,-4.23,1.09,-0.11,0.18,0.09,79.45,24.64,0.43,-42.77,-5.24,0.0009851932828996751,1.0,0
-9.51,4.3,-3.48,-0.01,0.15,0.11,57.09,-24.46,13.6,-73.03,-61.32,0.000985171681297669,4.0,0
-3.33,-0.43,7.83,0.08,0.04,-0.05,39.22,23.92,-51.66,-18.63,79.22,0.0009851335017220305,1.0,0
-6.27,-4.44,-3.49,-0.15,0.63,-0.08,52.4,31.99,15.08,-36.66,-3.6,0.0009851296263515708,5.0,0
-10.6,-4.46,-0.43,0.13,-0.08,-0.38,74.23,11.91,-1.12,-43.64,2.67,0.0009851156319582446,1.0,0
-3.26,0.24,9.27,0.02,-0.06,-0.13,38.33,18.72,-54.26,-19.04,82.55,0.0009850949633157936,1.0,0
-8.6,-4.71,-1.12,-0.14,0.34,-0.13,47.17,15.32,5.2,-36.42,-1.17,0.0009850064756903004,1.0,0
-8.75,-4.76,-1.46,0.03,0.0,0.0,54.93,20.16,15.42,-33.37,-7.46,0.000985005614496865,1.0,0
-8.23,-5.78,0.48,-0.23,0.53,-0.18,51.68,17.64,8.84,-33.96,-6.43,0.0009849128209041943,1.0,0
-9.41,-2.79,-1.59,-0.17,0.19,-0.49,48.43,12.63,5.72,-39.45,3.73,0.0009849054289938733,3.0,0
-28.13,9.86,5.64,-0.98,0.61,-0.15,55.47,17.47,9.69,-36.61,-4.55,0.0009849044242681987,2.0,0
-8.8,-11.06,-9.98,-0.15,-0.2,0.0,0.0,0.0,0.0,-12.86,-37.31,0.0009847981386450393,1.0,0
-4.0,-4.42,-3.63,-0.45,0.59,-0.11,59.07,35.75,21.84,-35.73,-8.64,0.0009847831395260384,5.0,0
1.56,-16.78,-7.54,-0.03,0.09,0.08,-16.46,31.36,-21.62,29.62,-25.85,0.0009847473999984669,3.0,0
-0.12,-18.89,-9.57,0.18,-0.45,-0.12,0.0,0.0,0.0,19.35,-23.76,0.0009847181194216615,3.0,0
-6.23,-1.61,6.37,0.07,-0.13,0.05,57.63,23.2,-37.44,-33.74,58.83,0.0009846467838987576,1.0,0
-8.63,-4.9,-1.2,0.07,0.06,-0.09,54.56,28.04,18.2,-35.36,-7.38,0.0009846235316760003,1.0,0
-9.51,-4.71,-1.85,0.0,-0.2,0.0,53.12,34.5,21.67,-36.23,-6.04,0.000984620015136139,1.0,0
-10.01,-13.92,-10.23,0.0,0.02,0.05,0.0,0.0,0.0,-4.22,-35.23,0.0009846175033219522,1.0,0
5.7,-9.98,-16.74,0.1,-0.2,-0.15,-31.24,24.73,35.86,26.08,-78.4,0.0009846046571865398,5.0,0
-1.48,-16.7,-10.09,0.22,-1.7,0.17,4.89,31.0,11.66,0.78,-18.66,0.0009845535597093693,5.0,0
-11.44,2.96,-2.29,0.2,-0.59,0.11,57.81,-24.46,12.91,-75.36,-52.21,0.0009845476031214407,4.0,0
-8.65,-4.83,-2.11,0.1,0.0,-0.04,48.79,31.99,23.75,-32.8,-11.64,0.0009845455936700915,1.0,0
-9.02,-6.58,-4.28,0.4,-0.09,-0.18,66.29,19.26,16.29,-44.22,-10.53,0.0009845381299936507,1.0,0
-8.76,-4.9,-1.35,0.05,0.0,-0.05,53.12,33.42,20.63,-34.66,-5.29,0.0009845193990364297,1.0,0
-1.07,-17.59,-4.24,-0.04,0.69,-0.24,0.0,0.0,0.0,48.39,-8.37,0.0009844501447309948,5.0,0
-10.25,-4.41,-0.07,0.02,-0.02,0.0,80.18,19.62,1.12,-42.2,-0.03,0.0009844144052034234,1.0,0
-10.21,1.57,-3.15,1.61,-2.11,0.08,51.68,-20.16,11.87,-74.71,-3.57,0.0009844128263487917,5.0,0
-5.52,-3.5,-1.43,-1.0,1.72,-0.03,55.29,19.8,13.69,-34.73,-9.84,0.0009843912965129052,4.0,0
-10.55,0.13,2.94,-0.1,0.28,-0.31,73.87,-14.6,-6.67,-64.36,10.89,0.0009843832587075076,1.0,0
-1.04,1.32,9.5,0.0,0.0,0.0,-34.53,-153.13,186.58,-9.25,94.35,0.000984342064954845,1.0,0
-10.21,-2.99,-4.3,0.2,-0.4,-0.14,55.65,15.5,10.92,-39.12,-4.8,0.0009843286446904757,3.0,0
-8.36,-4.0,1.51,-0.04,-0.53,-0.2,63.76,33.6,18.37,-36.87,-5.32,0.000984324984618375,2.0,0
-8.58,-5.0,-1.4,0.01,-0.02,0.0,52.04,16.93,14.38,-33.76,-6.45,0.0009842929051629042,1.0,0
-9.8,-4.18,-0.15,0.05,0.06,-0.08,79.64,15.5,6.84,-41.31,-5.52,0.000984259749215639,1.0,0
1.34,-16.98,-8.87,-0.08,0.03,0.0,-6.32,31.54,18.36,25.45,-30.37,0.0009842574526998111,1.0,0
-1.23,-14.56,-8.8,0.67,-1.11,-0.17,0.0,0.0,0.0,19.86,-18.4,0.0009841942267484248,1.0,0
-7.26,-1.55,8.75,0.03,-0.1,0.09,56.19,21.77,-39.18,-33.47,60.6,0.0009841808782501751,1.0,0
-1.26,-1.01,-11.37,-0.08,0.02,-0.06,-2.25,-1.88,40.9,-3.43,-82.78,0.0009841764287507587,1.0,0
-10.23,-5.12,0.22,0.07,-0.14,-0.17,83.07,27.51,1.12,-39.21,0.7,0.0009841747781300072,1.0,0
-10.4,-3.95,-0.31,0.26,-0.08,0.12,71.52,12.81,-9.61,-43.72,7.41,0.0009841676732841647,1.0,0
-9.85,-5.01,-0.66,-0.02,-0.02,0.02,75.13,27.51,9.1,-37.45,-6.25,0.0009841664532601311,1.0,0
-1.14,-15.66,-5.02,0.14,0.4,0.25,0.0,0.0,0.0,12.99,-21.5,0.0009841064567841277,1.0,0
-9.78,-4.11,0.55,-0.03,0.28,0.18,56.37,29.84,10.92,-41.24,-1.74,0.0009841062414857689,1.0,0
-5.95,-3.99,-7.48,-0.11,0.37,-0.14,33.82,10.66,32.59,-21.65,-49.07,0.0009840269399235871,1.0,0
-2.04,-16.72,-11.55,-0.32,0.77,-0.12,0.0,0.0,0.0,23.14,-37.09,0.0009840116537401078,4.0,0
0.13,-14.37,-5.85,0.58,1.1,-0.26,0.0,0.0,0.0,35.58,-17.43,0.0009839694552617702,6.0,0
-1.62,-15.18,-4.52,0.41,-0.16,0.0,0.0,0.0,0.0,19.56,-14.62,0.000983955676166803,1.0,0
-5.73,-2.64,6.01,-0.78,0.6,-0.2,58.35,23.92,-51.31,-25.36,58.37,0.000983922879050136,2.0,0
-10.33,-13.31,-10.2,-0.22,0.06,-0.47,0.0,0.0,0.0,-2.0,-38.66,0.0009838793887816453,1.0,0
-8.47,-5.15,-0.17,0.07,-0.02,0.01,44.46,12.99,7.1,-32.89,-4.25,0.0009838618060823382,1.0,0
-6.43,-3.4,5.19,-0.23,0.44,0.05,54.02,31.81,-36.06,-25.45,46.85,0.0009838145839756271,1.0,0
-1.54,-19.26,-8.76,0.04,0.94,0.57,0.0,0.0,0.0,19.42,-28.32,0.0009837940588654154,5.0,0
2.72,-18.9,-11.03,-0.2,2.2,-0.08,-29.82,28.31,23.51,53.65,-22.1,0.0009837572428460497,5.0,0
-10.55,-2.38,-1.21,0.38,-0.36,0.74,60.7,-2.41,16.46,-54.33,-33.13,0.0009837285363982011,3.0,0
-2.09,-17.27,-6.99,-0.67,1.6,0.29,0.0,0.0,0.0,20.6,-27.03,0.0009836586361976897,5.0,0
-2.67,-16.92,-5.07,-0.28,-2.04,0.39,0.0,0.0,0.0,5.9,-16.66,0.0009836534690370769,3.0,0
-8.59,-5.19,-0.86,0.02,-0.05,0.02,54.38,16.75,10.4,-34.32,-4.65,0.0009836374651924014,1.0,0
-8.94,-5.07,-0.35,-0.14,0.05,0.04,55.47,15.68,10.05,-38.19,-5.99,0.0009835576612673824,1.0,0
-0.8,-1.03,-9.99,-0.03,0.21,0.02,-29.13,9.05,35.88,-2.73,-82.93,0.0009835409397615106,1.0,0
-10.21,-4.97,-0.13,-0.03,0.05,-0.05,83.25,19.8,-1.47,-43.92,4.54,0.0009833623138897727,4.0,0
-2.65,-18.32,-12.79,-0.95,0.74,0.85,0.0,0.0,0.0,2.94,-28.84,0.0009833558549390067,5.0,0
-10.0,1.43,-0.73,0.1,-0.25,-0.28,60.34,-8.51,6.06,-71.54,0.11,0.0009833557831728872,2.0,0
-2.25,-16.06,-9.69,-0.05,0.08,0.22,0.0,0.0,0.0,12.94,-19.37,0.000983335903957752,1.0,0
-7.78,-5.73,0.14,0.0,0.14,-0.1,56.91,16.04,10.4,-36.93,-6.56,0.0009833091351951332,1.0,0
-8.23,-5.14,-1.32,0.0,-0.04,-0.08,54.56,14.78,14.04,-36.15,-7.16,0.0009832529423234697,1.0,0
-8.68,-1.0,6.94,0.03,-0.02,0.0,58.89,-10.11,-45.68,-41.4,58.45,0.0009831811762038482,1.0,0
-2.54,1.4,10.88,-0.35,0.42,-0.06,10.91,-7.97,6.32,-17.07,89.16,0.000983060609122884,1.0,0
-11.19,-3.61,-1.37,0.01,0.14,0.32,85.77,24.1,1.3,-41.42,-0.65,0.0009830434570202945,1.0,0
-10.35,1.43,-5.17,-0.14,0.08,0.56,57.27,-18.89,20.02,-65.95,-67.65,0.0009829157133273683,5.0,0
-8.68,-5.09,-0.94,0.07,-0.13,0.02,53.12,16.21,11.26,-34.42,-5.05,0.0009828982741603004,1.0,0
-10.44,-10.71,-7.87,0.16,0.07,0.17,0.0,0.0,0.0,-14.38,-31.1,0.000982891312846697,1.0,0
-6.39,-1.87,6.09,0.02,-0.09,-0.01,58.71,23.92,-39.86,-32.37,59.69,0.0009827073762821072,1.0,0
-8.69,-5.09,-0.75,0.02,-0.05,0.0,55.11,18.54,14.21,-33.88,-5.37,0.0009826392702345864,1.0,0
3.73,-15.85,-9.0,-0.43,1.09,-0.02,-22.52,31.36,24.71,47.59,-39.38,0.0009826102049561398,6.0,0
2.13,-16.25,-9.52,0.89,-1.6,0.03,-23.94,30.64,-18.87,16.77,-5.59,0.0009825979329496845,6.0,0
-11.58,-4.25,7.61,0.34,0.19,0.13,54.2,13.35,9.52,-36.35,-7.21,0.0009824982498095303,5.0,0
-12.84,-3.89,2.02,0.26,-0.54,-0.17,77.66,16.75,-1.99,-42.94,0.34,0.0009824513147672978,5.0,0
-8.53,-4.61,0.88,-0.19,0.3,0.02,51.5,18.54,7.97,-34.89,-1.86,0.000982439903954278,1.0,0
-5.31,-16.54,-13.54,0.37,-0.89,0.32,0.0,0.0,0.0,4.95,-34.57,0.0009823810557361885,2.0,0
-2.83,-12.3,-13.13,0.18,-0.14,0.53,0.0,0.0,0.0,-3.29,-47.7,0.0009823779697930447,4.0,0
-8.67,-5.01,-0.03,0.14,-0.31,-0.04,58.17,39.15,20.63,-34.96,-3.04,0.000982364477762556,1.0,0
-3.78,-16.1,-6.5,0.02,0.18,-0.49,0.0,0.0,0.0,5.9,-26.99,0.000982325221695123,1.0,0
-9.55,1.0,-1.59,-0.11,-0.19,-0.01,54.93,-8.15,17.16,-66.75,-36.9,0.000982294864626523,1.0,0
-9.26,-8.85,-5.05,0.06,0.12,-0.16,0.0,0.0,0.0,-18.1,-21.53,0.0009822866832888862,1.0,0
0.33,-15.35,-8.33,-0.28,1.5,-0.08,0.0,0.0,0.0,24.0,-32.94,0.000982254675599535,2.0,0
-2.5,-6.37,-5.69,-1.29,1.23,-0.34,0.0,0.0,0.0,-17.23,22.13,0.000982249580205042,3.0,0
-9.93,-10.7,-10.13,0.01,-0.37,0.24,0.0,0.0,0.0,-13.64,-35.83,0.000982248790777726,1.0,0
-0.98,1.25,9.74,0.13,-0.18,0.0,32.56,21.95,-104.54,-11.21,91.16,0.0009821632455631374,1.0,0
-8.33,-4.0,3.33,-0.25,0.48,-0.06,60.34,18.01,-8.14,-37.85,26.38,0.0009821186788028524,1.0,0
-10.01,-4.29,-0.47,0.48,-0.4,-0.3,82.17,12.99,1.99,-41.8,-2.51,0.0009819849785219976,1.0,0
-8.64,-5.39,-0.94,-0.03,0.04,-0.04,56.91,19.98,14.21,-33.51,-9.04,0.0009819310104000423,1.0,0
-8.94,-5.51,-1.77,0.21,-0.24,-0.02,57.09,16.57,13.0,-35.71,-7.75,0.0009818997203718874,1.0,0
1.79,0.94,-10.22,0.11,-0.18,0.0,-4.05,-11.2,42.99,6.92,-98.13,0.0009818846494867668,4.0,0
-8.21,-4.26,-1.28,-0.14,0.36,0.04,49.69,37.18,23.92,-36.58,-6.79,0.0009817980995465033,1.0,0
-7.9,-4.71,0.78,-0.26,0.27,-0.28,43.02,16.57,6.41,-38.1,-5.55,0.0009817545375118931,1.0,0
-7.81,-12.66,-8.83,0.0,0.0,0.0,29.64,9.31,9.09,-5.76,-30.57,0.000981729347603906,1.0,0
-9.8,-4.38,1.3,-0.07,0.07,0.05,79.45,24.64,0.43,-42.82,-5.15,0.0009817260463624033,1.0,0
-10.11,-4.44,-0.62,-0.05,0.01,-0.17,69.36,23.92,-1.99,-39.79,-6.66,0.0009817215968629868,1.0,0
-9.11,3.94,-1.0,0.08,0.11,-0.23,49.87,-23.56,10.57,-80.47,-64.36,0.000981694828100368,3.0,0
-0.7,-15.88,-5.54,0.06,0.82,-0.23,0.0,0.0,0.0,38.1,-19.36,0.0009816798289813671,1.0,0
-8.44,-6.03,-2.62,0.5,-0.48,0.36,55.29,18.72,11.26,-32.01,-10.12,0.0009816702123213378,1.0,0
-6.55,-1.79,9.4,0.05,-0.1,0.05,54.74,26.07,-38.47,-29.15,58.09,0.0009816686334667062,1.0,0
-0.38,-14.45,-5.27,-0.78,0.45,-0.18,0.0,0.0,0.0,20.6,-16.37,0.0009816497589772457,1.0,0
-1.85,-16.87,-5.59,0.21,-0.05,0.06,0.0,0.0,0.0,6.67,-17.48,0.00098157691636583,1.0,0
-0.44,-15.36,-9.1,0.57,-1.91,-0.54,0.0,0.0,0.0,16.21,-18.27,0.0009815703138828249,3.0,0
-8.34,-4.63,-0.77,-0.02,-0.1,-0.02,59.07,30.02,12.13,-36.38,0.93,0.0009815513676272448,1.0,0
3.54,-14.94,-7.69,-0.49,1.23,-0.49,0.0,0.0,0.0,38.29,-38.72,0.0009815156998657928,6.0,0
-5.41,-2.13,4.84,0.14,-0.3,0.0,49.51,24.82,-40.39,-23.45,55.42,0.0009815139774789219,1.0,0
-9.22,-5.25,-4.0,0.08,-0.87,-0.2,59.8,34.32,19.41,-32.86,-3.5,0.0009814743625808909,2.0,0
-8.64,1.47,-7.28,-0.48,-0.03,-0.45,47.71,-12.09,16.46,-67.61,-40.66,0.0009813746794407367,4.0,0
-8.94,-2.06,5.2,-0.4,0.27,-0.39,57.63,-3.31,-14.56,-56.87,40.28,0.0009813522166452952,3.0,0
-3.88,-0.47,9.99,0.19,-0.11,0.12,41.94,19.8,-56.69,-19.89,71.62,0.000981289493056746,1.0,0
-2.29,-17.57,-10.02,-1.05,2.36,0.05,0.0,0.0,0.0,18.61,-32.09,0.0009812662408339886,6.0,0
-0.99,-16.01,-8.05,0.03,0.14,0.23,0.0,0.0,0.0,20.96,-29.08,0.0009812548300209688,1.0,0
-10.31,-4.69,-0.17,0.01,-0.01,0.01,88.12,21.41,2.5,-41.63,-0.76,0.000981240405030925,1.0,0
-8.72,-5.05,-1.04,0.0,-0.02,0.0,55.65,14.78,10.92,-32.67,-6.49,0.0009811859345461322,1.0,0
-8.66,-4.23,0.49,-0.08,0.26,-0.05,55.47,18.54,10.74,-33.38,-10.25,0.0009811694283386194,1.0,0
-7.75,-5.64,0.69,0.0,0.25,-0.06,59.44,34.67,18.72,-34.33,-2.93,0.000981138210076584,1.0,0
4.66,-11.09,-16.99,-0.16,0.17,0.2,-31.42,25.27,35.69,26.57,-76.63,0.0009810852466803034,5.0,0
4.56,-15.93,-9.5,-0.3,1.72,-0.35,-12.01,31.18,22.48,45.69,-40.57,0.0009810344362676114,6.0,0
-8.52,-5.92,-1.45,0.01,-0.18,0.04,49.69,16.04,9.69,-36.88,-0.26,0.000981013480560682,1.0,0
-10.06,-4.38,-0.46,0.05,-0.1,0.01,82.17,19.8,1.64,-41.7,-0.69,0.0009809802528472971,1.0,0
-1.01,1.5,9.75,0.0,0.0,0.0,-251.01,-13.71,-262.82,-8.61,94.94,0.0009809125773964941,1.0,0
-1.56,-15.55,-9.48,-0.01,-0.64,0.0,0.0,0.0,0.0,18.01,-33.23,0.0009808985830031679,1.0,0
-10.41,-14.23,-9.94,0.0,-0.07,-0.13,0.0,0.0,0.0,-3.86,-34.59,0.0009808477008243562,4.0,0
2.2,-16.78,-7.76,0.01,0.0,0.0,-19.31,28.85,-23.33,28.45,-27.34,0.0009808441125183753,1.0,0
0.06,-16.78,-6.81,0.0,-0.26,0.03,0.0,0.0,0.0,20.16,-28.9,0.0009808311228507237,1.0,0
5.17,-12.04,-5.56,0.13,-0.27,-0.36,0.0,0.0,0.0,61.01,-34.72,0.0009808001916531668,6.0,0
-8.14,-11.43,-9.39,0.02,0.1,0.0,29.28,6.09,13.21,-5.89,-33.12,0.000980775360575778,1.0,0
-9.51,-4.55,1.15,0.38,-0.1,-0.08,68.27,20.7,0.43,-40.87,-5.61,0.0009807174453172432,1.0,0
-0.76,-15.1,-11.25,0.22,-0.45,-0.25,0.0,0.0,0.0,22.98,-35.12,0.0009807035226900367,1.0,0
-1.6,-1.25,-10.28,0.0,0.0,0.0,10.19,-1.34,39.7,-5.07,-79.94,0.000980691896578658,1.0,0
1.37,-16.91,-8.96,0.0,-0.02,-0.02,-5.96,30.46,17.67,17.08,-25.44,0.000980639004948497,1.0,0
-9.18,-4.24,-1.6,0.05,0.0,-0.04,57.45,19.8,11.61,-34.97,-2.75,0.000980605490170634,1.0,0
-7.97,-12.88,-6.45,0.26,0.73,-0.14,0.0,0.0,0.0,18.16,-8.38,0.000980569248280225,1.0,0
-4.84,-3.89,-1.15,-0.86,1.72,-0.04,62.32,10.3,-16.29,-44.92,39.57,0.000980550660855243,4.0,0
-10.05,-4.53,-0.39,0.0,0.02,-0.01,86.86,17.29,-1.47,-45.08,7.21,0.0009805174331418583,1.0,0
3.65,-15.73,-9.94,-0.07,0.13,0.2,-50.65,20.25,-3.08,24.03,-32.75,0.0009804935350240245,5.0,0
-8.6,3.28,-2.78,0.33,-0.45,0.85,57.45,-16.57,22.62,-61.4,-67.0,0.000980493247959546,5.0,0
-11.42,-4.01,4.21,0.09,0.09,0.02,51.14,15.32,9.01,-38.42,-4.81,0.0009804823395093635,5.0,0
-0.52,-15.42,-8.33,-0.25,1.9,-0.1,0.0,0.0,0.0,50.28,-25.26,0.0009804645415116974,5.0,0
1.36,-15.2,-8.27,-0.02,0.52,0.14,0.0,0.0,0.0,51.23,-20.25,0.0009804457387883564,3.0,0
-9.47,-2.92,-3.36,0.21,-0.48,-0.12,54.56,22.67,33.79,-39.51,-30.26,0.0009804066980192824,1.0,0
-5.66,-1.32,-1.39,0.02,0.03,0.07,55.47,17.47,9.69,-35.2,-2.81,0.0009803391661007187,1.0,0
-9.99,1.73,-3.26,-0.04,-0.16,-0.14,52.22,-12.99,19.41,-63.13,-66.16,0.0009803010582911996,1.0,0
-7.61,-12.51,-8.46,-0.17,0.02,0.18,31.07,9.31,10.46,-11.79,-35.49,0.0009802402006217606,1.0,0
-4.09,1.11,8.49,0.04,0.11,-0.01,50.24,6.54,-72.29,-25.3,85.68,0.0009802336699048751,1.0,0
-1.59,-16.64,-4.03,-0.82,0.64,-0.51,0.0,0.0,0.0,36.55,-26.67,0.0009801767593720153,3.0,0
0.21,-15.44,-8.98,-0.27,1.68,-0.2,0.0,0.0,0.0,46.36,-28.54,0.0009801452540455014,5.0,0
-6.71,-0.5,8.25,0.01,-0.04,0.08,66.29,22.85,-33.28,-38.68,70.06,0.0009801173370249687,1.0,0
2.23,-11.43,-8.67,0.43,0.87,1.27,-23.41,32.26,-21.1,32.2,-4.52,0.0009801112369048008,6.0,0
-9.86,-4.84,-1.58,0.22,-0.26,0.09,76.39,19.07,0.95,-40.92,-2.29,0.0009800907835607088,1.0,0
-0.6,-18.21,-7.31,0.31,-0.86,0.19,0.0,0.0,0.0,23.75,-25.09,0.000980066096015559,1.0,0
-6.8,-3.62,5.91,0.0,0.0,-0.03,56.73,32.7,-27.21,-30.27,43.5,0.0009800251893273748,1.0,0
-5.39,-17.4,-16.67,-0.09,0.42,0.02,0.0,0.0,0.0,-9.71,-42.35,0.000980016003264063,2.0,0
-2.47,-0.52,7.42,-0.22,0.0,-0.01,41.76,-7.07,-9.1,-14.85,84.72,0.0009800138502804746,1.0,0
-8.65,-5.13,-0.69,-0.03,0.02,0.0,52.76,19.8,15.08,-36.31,-7.31,0.0009799789719463386,1.0,0
-4.36,-17.34,-2.66,-0.01,-2.4,-0.03,0.0,0.0,0.0,6.36,-23.46,0.000979976029535434,2.0,0
-9.5,0.66,-2.9,0.42,0.0,-0.11,52.94,-11.91,19.07,-61.21,-58.45,0.000979829483119167,1.0,0
-5.04,-3.4,-0.89,0.0,0.0,0.0,54.74,15.68,14.21,-34.34,-6.94,0.000979828550159612,1.0,0
-6.15,-11.62,-10.33,0.36,-0.53,-0.1,33.38,2.68,7.2,-12.45,-30.95,0.0009797857775523176,1.0,0
3.87,-16.04,-8.8,0.31,-1.0,0.2,-10.23,36.56,-3.94,18.09,-6.14,0.0009797250634151179,6.0,0
-10.1,-4.57,0.81,0.0,0.03,-0.02,87.4,19.62,1.12,-39.84,-3.57,0.0009796957110721925,1.0,0
2.63,-16.71,-9.36,0.05,-0.08,-0.17,-6.14,31.36,13.72,26.46,-30.87,0.0009796511443119077,3.0,0
-8.38,-11.92,-8.31,-0.07,0.05,-0.01,34.63,0.35,7.72,-7.54,-31.08,0.0009796485607316012,1.0,0
-3.05,1.31,11.14,0.0,0.07,0.0,15.6,3.13,3.55,-15.55,90.9,0.0009796450441917398,1.0,0
-6.35,-2.0,7.37,0.02,-0.02,0.03,56.73,21.59,-38.65,-31.53,60.02,0.0009794956988968075,1.0,0
1.88,-21.1,-10.02,-0.44,0.65,-0.19,-42.64,28.67,-9.78,28.47,-31.79,0.0009793655151558143,4.0,0
-10.14,1.58,1.53,-0.44,0.55,0.68,56.01,-2.77,6.41,-68.62,2.33,0.0009793225990162805,3.0,0
-3.28,-15.59,-5.6,-0.26,0.55,-0.13,0.0,0.0,0.0,25.75,-25.79,0.0009792848500373597,1.0,0
-9.19,-2.85,4.36,-0.28,0.6,-0.16,65.03,15.5,-9.18,-45.71,21.36,0.0009792490387436686,1.0,0
-8.43,-4.98,-0.99,-0.04,-0.05,0.0,50.42,17.11,13.52,-34.41,-5.68,0.0009791546662963663,1.0,0
-2.73,-18.06,-8.75,0.58,-1.27,-0.41,0.0,0.0,0.0,9.06,-26.62,0.0009791457672975333,6.0,0
-1.37,-14.84,-9.65,-0.06,-0.16,0.14,0.0,0.0,0.0,14.16,-29.68,0.0009791390930484086,1.0,0
-8.57,-5.0,-2.99,1.35,-0.11,-0.5,59.98,10.48,15.42,-40.91,-13.97,0.0009791285434288242,4.0,0
-1.39,-16.68,-10.19,0.68,-2.38,-0.37,-0.44,30.64,10.98,6.58,-13.09,0.0009791156255272923,5.0,0
0.81,-14.6,-7.75,-0.11,1.73,-0.66,0.0,0.0,0.0,27.36,-25.67,0.0009790956745460374,6.0,0
-9.08,-4.3,0.68,-0.09,0.16,-0.16,82.71,18.89,2.5,-37.17,1.9,0.0009790848378619748,1.0,0
6.71,-12.59,-6.86,-0.02,0.17,-0.38,0.0,0.0,0.0,62.15,-51.24,0.000979072852919998,6.0,0
-8.29,-14.26,-10.38,0.14,-0.07,-0.56,0.0,0.0,0.0,-1.35,-30.53,0.0009790277837968756,2.0,0
-9.52,-4.09,-1.19,-0.03,-0.41,-0.07,56.55,36.83,21.49,-35.23,-1.21,0.0009790042445096399,1.0,0
-7.28,-1.63,0.94,0.13,0.08,-0.27,83.07,16.75,-3.38,-43.81,0.99,0.0009789546541209813,4.0,0
6.75,-12.52,-7.11,0.0,0.0,0.08,0.0,0.0,0.0,47.91,-42.41,0.0009789253017780562,4.0,0
-12.83,-0.5,6.83,-0.34,0.6,-0.27,54.56,16.57,10.22,-32.77,-7.41,0.0009788904234439202,5.0,0
1.43,-16.9,-8.4,0.04,-0.06,0.02,-4.89,31.54,18.36,22.87,-27.45,0.0009788511673764872,1.0,0
-6.17,-1.35,6.86,-0.04,0.0,0.01,57.09,23.03,-36.92,-33.74,59.16,0.0009788218867996816,1.0,0
-5.59,-1.91,8.09,-0.83,0.81,-0.2,58.35,23.92,-51.31,-25.54,57.08,0.0009787897355780912,2.0,0
-8.69,-4.84,-1.03,-0.03,-0.02,-0.02,48.07,39.86,26.87,-35.33,-6.45,0.0009787896638119716,1.0,0
2.37,-16.25,-8.18,0.03,-0.97,-0.01,-23.05,30.46,-15.95,18.29,-16.05,0.0009787412216812272,3.0,0
-7.84,-12.72,-8.71,0.0,0.0,0.0,28.22,6.45,8.4,-5.71,-30.44,0.0009786739050610222,1.0,0
-10.94,-4.09,0.43,0.17,-0.36,0.28,80.54,18.19,1.12,-43.92,-2.21,0.0009786459880404895,1.0,0
-0.17,-15.07,-7.64,0.35,0.55,-0.04,0.0,0.0,0.0,42.92,-27.4,0.0009786346489935893,2.0,0
-8.67,-5.42,-2.4,-0.04,-0.19,-0.12,48.79,21.95,16.8,-28.85,-13.46,0.00097863070185701,1.0,0
2.4,-17.33,-10.78,0.24,-0.3,-0.43,-42.28,26.16,-7.37,20.9,-26.38,0.0009786281182767038,5.0,0
-9.34,-7.78,-0.8,0.02,-0.04,-0.01,62.86,37.36,17.85,-35.35,-2.15,0.0009786177839554782,1.0,0
-7.35,-3.55,0.32,-0.08,0.48,-0.12,54.93,32.7,18.2,-36.93,-8.66,0.0009786036460299127,1.0,0
-10.3,-4.11,0.75,0.05,-0.11,0.0,74.23,14.42,0.26,-42.43,-0.25,0.0009785885033786726,1.0,0
-8.43,-4.19,0.67,-0.17,0.25,-0.1,45.73,17.47,9.36,-36.44,-3.86,0.0009785681218007001,1.0,0
1.7,-15.73,-10.76,-0.52,-0.45,-0.08,-32.31,30.46,-19.73,14.14,-17.46,0.0009785673323733843,5.0,0
-1.36,1.96,11.69,-0.33,0.47,-0.11,40.31,8.15,-42.3,-8.4,92.37,0.000978549606141838,1.0,0
-10.22,-3.53,-0.91,-0.27,0.08,0.07,80.54,18.19,1.12,-42.9,-2.74,0.0009785428601265934,1.0,0
-0.07,-13.73,-9.39,-0.12,0.4,0.11,0.0,0.0,0.0,44.18,-35.39,0.000978451932453033,4.0,0
-1.23,6.96,9.61,-0.56,0.62,-0.21,35.44,-11.73,-46.63,-26.41,96.5,0.0009783198827929295,5.0,0
-10.31,-4.53,0.05,0.01,-0.04,-0.12,80.72,23.38,1.3,-41.06,-1.62,0.000978295554078378,1.0,0
-5.99,-17.96,-9.97,0.16,-1.38,-0.59,0.0,0.0,0.0,6.46,-32.08,0.000978263474622907,5.0,0
-8.66,-5.19,-1.44,0.01,0.0,0.0,51.68,16.57,13.69,-33.79,-6.54,0.0009782512026164517,1.0,0
-9.68,0.48,-5.82,0.14,-0.06,0.33,62.32,-6.36,23.49,-55.53,-45.27,0.0009781851060202804,4.0,0
-8.6,-5.05,-0.59,-0.05,0.09,-0.04,57.09,15.86,10.22,-34.19,-4.77,0.0009781703221996385,1.0,0
-10.24,-3.53,-0.55,-0.05,0.01,0.01,80.0,11.91,2.68,-45.15,-0.6,0.0009781615667330446,1.0,0
