v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_lightgbm,anomaly_vote_count,GERCEK_ETIKET_label
-45.1,-11.46,-12.29,0.49,-1.07,0.28,54.74,35.03,19.76,-35.55,-4.04,0.6710864577959242,5.0,0
-25.1,0.19,-0.49,0.69,-0.77,0.31,50.78,35.75,19.76,-36.14,-9.34,0.6699617265318056,4.0,0
-1.5,-9.8,-24.29,-0.18,0.32,0.2,49.51,18.01,14.04,-38.38,-1.44,0.6655549405700341,8.0,0
-7.61,-12.09,-3.67,1.22,-1.09,0.67,53.12,19.8,14.38,-36.98,-3.81,0.6653095711120507,5.0,1
2.9,-13.34,-14.73,-0.49,0.54,-0.3,53.3,16.75,12.82,-36.04,-4.61,0.6631852651889925,6.0,0
-26.88,-13.35,-17.73,0.7,1.7,1.09,48.97,18.54,11.78,-36.32,-8.12,0.6630029206801419,3.0,0
41.35,-62.63,19.37,1.52,1.29,-0.17,56.55,35.03,19.41,-33.95,-3.24,0.6629007660729868,5.0,0
-13.46,-5.9,-6.68,0.26,-1.17,0.89,84.69,19.8,-0.08,-42.69,3.8,0.6622908296239314,3.0,0
-1.33,-11.36,-6.63,0.4,0.85,0.07,81.08,21.59,1.99,-44.67,2.67,0.6619425360498894,8.0,1
-12.13,-0.91,11.44,-0.13,1.38,-0.15,91.91,20.87,1.64,-41.96,-7.03,0.6589038372336771,3.0,0
-11.25,-25.5,-4.92,0.11,-0.26,0.37,55.65,17.64,11.61,-37.74,-1.6,0.655490843391307,8.0,0
10.49,-5.55,-12.01,-0.51,-0.67,-0.27,46.27,16.93,11.61,-32.8,-7.36,0.655443312047286,8.0,0
-2.31,-12.12,-31.17,0.45,-1.96,0.09,52.76,30.91,18.55,-38.83,-1.74,0.6552333644120676,8.0,0
-24.38,5.98,-4.83,0.99,-0.43,0.55,84.87,19.98,3.55,-41.99,-0.94,0.6531718400110812,4.0,0
-42.28,-7.44,-8.48,0.31,-0.41,0.54,48.07,20.52,12.65,-37.73,-5.19,0.6519372735325684,4.0,0
-19.37,-6.35,-5.4,0.68,-0.38,0.43,56.01,35.93,19.93,-37.36,-2.35,0.6508539505061209,7.0,0
-17.36,1.99,-0.3,0.46,-0.41,0.44,47.89,32.17,21.15,-38.23,-4.0,0.6491074581275548,7.0,0
-10.84,-4.09,0.39,-0.05,0.12,-0.14,85.23,20.7,2.5,-40.85,0.37,0.6471222441257775,2.0,0
-15.37,-2.37,-8.24,0.73,-0.62,0.47,49.51,30.91,19.93,-37.33,-4.0,0.6447094829399688,7.0,0
-30.57,26.96,34.38,0.56,1.08,0.2,64.13,36.47,18.03,-36.17,-2.45,0.637812796922915,3.0,0
-15.39,-2.54,-0.18,-0.1,-0.9,0.22,61.42,35.21,19.93,-37.7,-3.06,0.6361000250140905,7.0,0
-20.96,9.83,1.86,0.31,-0.28,0.41,46.81,34.67,20.45,-34.54,-4.24,0.6342959761046317,7.0,0
-21.32,-78.02,-36.44,0.07,0.19,0.78,89.74,22.31,3.38,-40.6,-0.19,0.6338848906593588,5.0,0
-46.22,-2.98,-15.53,0.59,-0.47,0.23,53.3,36.83,22.19,-38.07,-5.91,0.6313682644442203,5.0,0
38.9,-78.5,-20.89,0.02,0.22,-0.03,46.63,17.64,11.61,-35.36,-2.54,0.6293025965943987,3.0,1
-13.75,-1.47,1.72,0.86,-0.67,1.3,52.22,18.89,10.74,-34.58,-5.85,0.629147343926476,4.0,0
-14.86,3.6,-8.25,2.09,-0.73,0.86,89.56,22.13,2.5,-44.14,2.0,0.626977266467575,7.0,0
-15.36,5.39,-26.02,0.91,-0.42,0.9,83.43,22.13,5.28,-43.74,0.45,0.6214263821450579,6.0,1
1.4,-13.62,-3.96,-0.09,0.49,0.04,54.56,18.37,11.61,-34.82,-4.61,0.6180310897537948,5.0,1
-45.34,5.32,-6.46,1.39,-0.59,0.61,52.4,18.01,10.92,-36.5,-2.8,0.6173948139358225,4.0,0
-11.43,-2.84,7.17,1.54,0.86,0.23,82.89,21.59,-0.43,-41.38,2.03,0.6084394583327954,4.0,0
-5.08,-11.2,-15.56,0.0,-0.83,-0.07,59.07,35.75,21.84,-36.47,-7.38,0.6061922078200399,7.0,1
-15.89,-39.32,-20.56,-0.28,1.21,-1.09,64.48,36.83,20.8,-33.5,-8.11,0.6058108981487117,5.0,0
-38.36,30.21,40.9,0.74,0.65,0.38,55.65,37.72,20.63,-37.16,-2.38,0.6055501393846897,5.0,0
0.91,-6.95,-7.87,-0.69,0.22,-0.05,57.27,16.39,13.17,-36.13,-9.38,0.6045238439546231,6.0,0
-11.92,-3.29,-4.03,0.73,-0.66,0.11,50.78,33.6,22.19,-36.22,-9.9,0.6038455951305927,9.0,0
-36.14,32.22,28.98,1.06,0.87,0.43,51.32,34.14,20.63,-37.13,-4.74,0.6030779991275717,4.0,0
-10.22,-6.49,-25.48,1.34,-1.47,0.96,54.38,19.62,13.86,-35.11,-5.39,0.6009767004442975,6.0,0
-13.52,-33.43,-3.06,0.64,-0.98,0.18,52.04,16.93,12.3,-38.46,-5.24,0.6007801979944003,7.0,0
23.04,-78.5,7.4,-0.1,0.25,-0.07,53.3,16.75,12.82,-33.32,-6.58,0.6006279289505502,3.0,0
-39.99,45.69,46.76,-1.02,1.23,0.3,55.11,32.17,16.64,-37.48,-4.24,0.5988599554893496,5.0,0
-37.35,19.21,-17.8,0.34,-0.24,0.12,55.29,19.8,13.69,-35.19,-5.33,0.596547600574277,4.0,0
-21.32,-78.02,-36.44,0.07,0.19,0.78,89.74,22.31,3.38,-40.65,0.21,0.5950381375762241,3.0,0
-41.32,29.13,-23.55,-0.75,-1.26,0.67,45.18,18.72,8.84,-37.77,-0.69,0.5943322027058454,3.0,0
-14.7,-3.84,-9.48,1.07,-0.51,0.66,52.94,15.68,13.52,-35.93,-5.99,0.5924481861881088,3.0,0
2.19,-7.07,-6.41,-0.21,0.01,-0.15,49.51,21.59,13.34,-30.76,-7.34,0.5923684953444426,6.0,0
-8.84,-9.77,-13.94,0.31,-0.18,0.63,46.81,13.53,7.28,-38.65,-5.11,0.5899008472105575,5.0,0
-31.38,-22.67,5.61,0.93,-0.93,-0.1,51.68,35.21,20.97,-35.77,-4.93,0.5893193191429574,7.0,0
-4.38,-38.36,-9.27,-1.07,1.08,-0.8,0.0,0.0,0.0,-10.37,-32.81,0.5892009099789246,8.0,0
-10.19,-4.18,-0.59,0.06,-0.08,0.01,85.05,21.95,6.5,-41.25,-1.9,0.5865110286632415,3.0,0
-10.03,-4.62,0.07,-0.03,0.08,0.0,85.05,21.95,6.5,-41.28,-1.89,0.5865110286632415,2.0,0
-9.86,-19.37,-44.93,0.98,-1.78,0.86,50.42,19.62,15.25,-37.78,-1.33,0.5848902746044614,8.0,0
-9.78,37.84,25.76,0.16,0.13,0.53,80.9,23.92,0.43,-44.94,4.15,0.5846417090150553,6.0,0
15.69,-42.27,-1.83,0.02,0.85,-0.07,48.43,15.5,8.49,-35.21,0.82,0.5840285882003033,5.0,0
-23.97,-6.53,-3.33,0.61,-0.24,0.37,55.65,36.65,22.36,-37.44,-3.57,0.5834510225391949,4.0,0
-19.62,-1.83,1.51,1.23,-1.54,1.21,52.58,20.34,13.17,-37.88,-5.3,0.5816194919576538,7.0,0
-4.83,-20.76,-18.64,-0.19,-0.09,-1.21,0.0,0.0,0.0,-14.26,-31.72,0.5814381576602968,6.0,0
-47.58,41.88,41.58,0.91,-0.25,0.24,48.79,20.16,9.18,-36.78,-0.69,0.5778373674504185,4.0,0
-1.19,-7.56,-7.15,-0.31,0.36,0.18,48.61,16.39,9.69,-36.68,-1.69,0.5768271048518011,6.0,0
-4.18,-8.43,-26.28,-0.93,-1.07,0.06,82.35,25.36,3.9,-41.54,3.31,0.5761522455530546,8.0,0
-42.9,32.81,44.13,1.39,1.46,0.39,50.42,34.67,20.8,-37.0,-5.48,0.5756595741396767,4.0,0
-42.9,32.81,44.13,1.39,1.46,0.39,50.42,34.67,20.8,-37.51,-5.4,0.5756595741396767,5.0,0
-12.25,-55.08,-22.36,0.68,1.7,0.24,51.68,35.21,20.97,-34.88,-6.16,0.5751581385711133,4.0,0
-16.8,2.8,-10.34,0.65,-0.4,1.01,51.68,17.64,12.3,-37.27,-5.04,0.5751390263729402,5.0,0
44.04,-69.05,37.15,1.54,1.3,-0.25,61.96,34.67,18.72,-33.69,-3.95,0.5734292537446317,4.0,1
-0.15,-29.29,-7.85,-0.18,-0.83,-0.13,48.43,18.72,11.26,-38.37,0.02,0.5688103678113227,8.0,0
-11.28,-2.54,-17.91,0.21,-1.23,1.12,80.9,25.71,-0.95,-43.79,-1.97,0.5680313080033595,7.0,0
-14.81,-12.48,-15.31,0.3,-0.56,0.64,47.89,18.54,11.78,-37.36,-4.96,0.5660165307757735,5.0,0
4.23,-19.41,-11.14,-0.67,0.28,0.05,49.15,14.06,6.41,-36.53,-2.35,0.5652386274852258,6.0,0
-5.55,-4.76,2.08,-0.55,0.86,0.08,51.86,17.47,9.69,-35.04,-8.26,0.5624366353515858,3.0,0
3.53,-11.92,-6.99,-0.76,1.23,-0.17,53.3,14.6,13.17,-33.8,-5.64,0.55571415265739,7.0,0
-37.08,2.96,-6.45,0.88,-0.38,0.69,51.86,18.54,10.74,-37.13,-2.18,0.5543743988966654,4.0,0
-49.7,22.96,-4.96,0.68,-1.08,0.28,53.12,35.93,20.97,-37.63,-7.48,0.5533153806914658,5.0,0
-11.79,-2.76,-8.94,-0.22,-1.2,0.15,52.22,31.09,20.8,-35.91,-8.22,0.5526584327927256,4.0,0
-17.05,3.58,-4.4,1.3,-0.56,1.24,52.94,16.39,10.05,-45.22,-3.26,0.5518651267679957,8.0,0
-15.47,-7.6,-20.82,0.9,-0.94,0.56,90.1,20.87,4.42,-44.04,1.07,0.5513708664928446,8.0,1
-18.13,-5.24,6.34,1.05,-1.06,0.91,48.07,21.95,14.73,-35.19,-5.81,0.5498010297385161,4.0,0
-8.6,-5.05,-0.51,0.04,-0.24,-0.05,49.87,17.29,10.92,-35.07,-4.83,0.5472175352183958,3.0,0
-15.46,-1.97,4.82,0.33,-0.25,0.35,57.09,39.86,20.97,-36.81,-0.96,0.5461211137072375,5.0,0
-5.92,-8.05,1.14,-0.43,0.7,-0.01,50.78,33.6,14.9,-37.26,-3.7,0.5460800682155986,7.0,0
-33.26,48.08,37.4,1.4,1.19,0.28,59.62,33.78,19.93,-35.39,-4.31,0.539551568227733,3.0,0
-8.57,1.65,-6.64,0.85,-0.7,1.43,56.19,17.11,11.44,-36.15,-3.25,0.5351323448329767,4.0,0
-0.56,-38.57,8.33,0.61,-1.03,0.34,88.84,20.34,3.9,-41.82,4.7,0.5342836410532628,6.0,0
-6.22,-6.45,-0.74,1.46,-0.51,1.24,55.11,18.54,10.4,-35.17,-3.68,0.5336652699524292,5.0,1
-14.84,-1.51,6.43,-0.06,-0.23,0.34,50.78,33.6,14.9,-37.6,-2.98,0.5327520689985852,5.0,0
-15.75,-20.77,-5.23,1.15,-0.43,0.9,49.51,19.44,9.52,-37.88,0.22,0.5325852568735235,6.0,0
-11.66,-2.77,-13.43,0.6,-0.48,1.03,48.97,19.62,9.69,-37.03,-6.26,0.531121697894302,5.0,1
-20.2,8.31,-16.92,-0.22,-0.33,0.35,45.73,16.75,10.05,-38.05,-2.04,0.5267637481739118,3.0,0
-17.29,-0.39,1.04,0.14,0.08,0.34,55.47,32.17,18.72,-36.25,-5.79,0.525517827634577,5.0,0
-9.48,-10.11,-8.85,1.6,-1.83,1.04,52.94,19.26,13.52,-38.09,-2.39,0.523650491216753,6.0,0
0.13,-7.01,-12.97,-1.14,1.61,-0.42,51.86,15.32,13.17,-33.85,-6.04,0.5182279371290067,7.0,0
-15.53,12.79,9.86,-0.25,-1.22,0.51,81.08,21.59,1.99,-44.39,2.59,0.51800172824548,5.0,0
48.55,-75.09,6.35,1.67,1.57,-0.06,52.76,35.21,19.59,-32.92,-5.09,0.5178070018398887,4.0,0
-33.9,34.22,22.84,-0.15,0.01,0.53,61.42,35.21,19.93,-36.29,-4.23,0.5170124837898403,3.0,0
-31.56,-10.46,-1.68,0.28,-0.45,0.44,46.45,21.05,10.4,-35.89,-4.37,0.5160268649013701,6.0,0
-21.29,2.44,0.54,-0.01,-1.59,0.96,85.23,18.19,1.12,-42.01,0.71,0.515044576631826,2.0,0
-15.52,-12.69,-8.92,0.34,-0.33,0.3,52.76,19.8,12.3,-36.31,-3.77,0.5124293862907261,5.0,0
-10.93,7.97,5.08,-1.17,1.32,0.09,87.94,23.74,0.95,-41.57,0.49,0.5089275918434594,3.0,0
8.27,2.52,2.15,0.87,1.23,0.35,59.98,35.93,19.93,-34.19,-6.04,0.5076719959775786,2.0,0
8.27,2.52,2.15,0.87,1.23,0.35,59.98,35.93,19.93,-34.23,-5.82,0.5076719959775786,3.0,0
-33.9,34.22,22.84,-0.15,0.01,0.53,61.42,35.21,19.93,-37.07,-4.0,0.5071209321244396,3.0,0
-0.35,-13.61,-17.86,-0.17,-1.05,-0.06,52.94,19.26,13.52,-37.76,-2.51,0.5053993586865863,6.0,0
0.7,-9.65,-9.77,-1.99,-0.79,-0.4,52.4,33.06,21.67,-33.87,-8.39,0.5051727737472066,8.0,0
