v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_copod,anomaly_vote_count,GERCEK_ETIKET_label
-9.55,3.61,-1.4,-0.94,1.01,-0.79,47.53,-21.95,11.09,-68.82,-82.74,0.5734363117537082,5.0,0
2.01,-18.2,-9.85,0.46,-2.21,-0.02,-22.52,27.42,22.99,20.88,-27.63,0.5734299744945319,4.0,0
0.71,-17.24,-7.46,-0.08,0.53,-0.06,-42.64,28.67,-9.78,26.89,-30.78,0.5734282430272476,4.0,0
1.91,-17.01,-8.21,-0.15,-0.08,0.16,-44.6,23.47,-7.89,34.79,-41.76,0.5734237656190655,4.0,0
-2.88,-14.29,-4.55,0.09,-0.14,1.37,0.0,0.0,0.0,4.52,-21.58,0.5734191984982042,5.0,0
2.56,-13.38,-10.58,-0.54,0.63,0.09,-36.41,26.34,-13.04,26.99,-25.54,0.5734191403122268,4.0,0
-9.11,-2.86,4.38,-0.32,1.0,0.0,79.64,18.01,-2.5,-44.28,-4.98,0.57340897560271,5.0,0
1.91,-17.01,-8.21,-0.15,-0.08,0.16,-44.6,23.47,-7.89,34.71,-41.63,0.5734010329626663,4.0,0
0.92,-16.48,-10.62,0.25,-1.06,-0.16,-3.82,34.76,-3.26,19.07,-26.57,0.5733834564558538,4.0,0
-11.34,2.67,-3.19,-0.99,1.09,-0.03,43.74,-25.89,8.06,-77.56,-75.66,0.5733734174443322,4.0,0
-13.9,-12.99,-20.28,-0.35,0.0,-1.03,0.0,0.0,0.0,-11.12,-36.06,0.5733582568291251,5.0,0
5.49,-12.48,-4.58,-0.03,-0.23,-0.24,0.0,0.0,0.0,60.56,-35.73,0.5733566242066717,5.0,0
-2.76,-19.33,-12.81,-0.07,-1.4,-1.12,0.0,0.0,0.0,21.02,-39.54,0.5733549868593112,5.0,0
-2.29,5.81,4.8,-1.07,-1.37,0.37,29.85,-24.46,-44.72,-28.15,113.22,0.5733546393587543,4.0,0
-0.91,4.68,7.27,-0.64,-1.27,0.39,24.44,-18.37,-56.51,-21.04,110.35,0.5733509843159225,5.0,0
3.65,-14.29,-8.46,-0.57,0.46,0.1,-32.85,25.27,-24.02,28.26,-16.41,0.5733502674808766,4.0,0
-10.25,-14.66,-9.73,0.16,-0.16,0.28,0.0,0.0,0.0,-4.7,-29.32,0.5733383141632995,4.0,0
-1.61,-19.23,-10.71,1.01,-1.17,-0.88,0.0,0.0,0.0,24.13,-24.33,0.5733282809901125,5.0,0
2.06,-16.11,-11.1,-0.32,0.49,0.24,-27.68,30.82,-15.27,20.5,-27.06,0.573328102695352,2.0,0
1.74,-16.74,-10.84,0.25,-0.26,0.0,-21.63,33.33,-12.18,18.64,-29.41,0.5733279040407733,2.0,0
-0.42,-18.67,-10.17,-0.06,0.98,-0.15,0.0,0.0,0.0,22.8,-35.44,0.5733268020123038,3.0,0
-9.11,3.97,-0.35,0.79,-1.07,0.24,42.12,-24.82,9.36,-78.37,-91.31,0.5733267785282202,3.0,0
1.17,-17.13,-9.01,-0.3,-0.71,0.02,-26.97,27.6,24.54,34.84,-29.4,0.5733187155825614,3.0,0
2.88,-16.7,-7.6,-0.13,0.47,-0.04,-20.92,30.1,19.39,48.03,-23.13,0.5733149152813284,3.0,0
3.56,-14.17,-8.4,-0.41,0.36,0.15,-32.85,25.27,-24.02,28.28,-14.44,0.5733132604247834,3.0,0
1.7,-18.09,-11.71,0.13,-0.04,-0.21,0.0,0.0,0.0,35.84,-41.13,0.5733025443808081,3.0,0
-9.43,3.43,-0.69,-1.08,1.23,-0.75,47.53,-21.95,11.09,-69.13,-83.48,0.5732898968727554,5.0,0
-8.66,-8.89,-12.21,-0.31,0.4,1.16,0.0,0.0,0.0,-13.64,-52.57,0.5732855567229052,4.0,0
-13.29,-1.47,-7.32,-0.38,-0.49,-0.35,79.64,14.78,-3.55,-42.57,0.58,0.5732734531459537,5.0,0
1.18,-16.67,-9.07,0.07,-0.41,-0.79,-14.68,36.38,-17.84,19.19,-27.89,0.5732604082753592,5.0,0
-3.95,-6.69,-9.92,-0.13,-0.27,-0.25,83.25,16.21,-5.63,-45.8,11.88,0.5732594951889941,5.0,0
-10.08,-2.44,-0.47,2.06,-2.36,0.42,58.53,6.18,19.23,-55.0,-3.12,0.5732580254920703,4.0,0
-11.4,2.38,-2.24,-0.07,0.18,0.4,63.76,-29.3,8.92,-81.46,-41.29,0.5732434022271434,3.0,0
-10.66,2.97,-3.44,0.65,-0.88,-0.19,57.27,-21.41,18.98,-67.2,-61.54,0.5732264643491193,5.0,0
-4.41,-2.44,2.94,-0.88,0.94,-1.18,61.6,20.7,1.38,-32.12,-2.15,0.5732140580567159,4.0,0
2.2,0.78,-10.43,0.07,-0.16,0.0,-6.76,-12.45,42.82,8.83,-99.02,0.5732129270172293,4.0,0
2.23,-16.79,-8.49,0.01,-0.25,0.24,-29.28,28.49,21.27,40.6,-27.04,0.5732062184975201,3.0,0
-10.31,-3.7,0.53,1.57,-1.25,1.28,56.37,11.91,-1.21,-52.25,28.53,0.5731986067794475,5.0,0
-9.49,-6.28,-3.24,-0.06,-0.57,-0.06,83.97,20.16,1.64,-45.11,8.67,0.5731864901589511,5.0,0
-0.48,-14.92,-4.7,0.76,1.0,-0.35,0.0,0.0,0.0,51.42,-5.88,0.5731693937854693,5.0,0
5.24,-9.63,-17.31,0.0,-0.04,0.04,-32.31,20.78,35.52,26.07,-71.45,0.5731635200385294,4.0,0
6.61,-12.45,-7.36,-0.03,-0.12,0.27,0.0,0.0,0.0,56.08,-45.94,0.5731626811593983,5.0,0
-9.61,1.36,1.68,-1.4,1.46,0.47,54.02,-6.9,15.6,-62.04,-46.27,0.5731580141357592,4.0,0
1.82,-15.25,-7.96,0.26,-0.78,-0.25,-28.39,26.88,-20.76,18.49,-4.91,0.5731475284454913,5.0,0
2.26,-18.26,-9.34,-0.21,0.74,-0.38,-24.48,32.26,20.42,28.15,-19.4,0.5731426821423778,4.0,0
-0.38,-15.89,-8.73,0.12,0.19,-0.22,0.0,0.0,0.0,34.05,-30.82,0.5731405717953824,3.0,0
-0.95,-17.02,-7.16,-0.64,1.56,0.12,0.0,0.0,0.0,26.41,-12.0,0.5731224597479188,4.0,0
-15.77,-2.49,10.43,0.28,0.49,-0.12,77.11,18.01,2.68,-44.39,-3.48,0.5731122803815822,5.0,0
-2.37,-20.24,-10.26,-0.13,0.87,0.38,0.0,0.0,0.0,19.21,-28.55,0.5731114542114301,4.0,0
1.17,-17.13,-9.01,-0.3,-0.71,0.02,-26.97,27.6,24.54,33.68,-30.55,0.5731009447364159,3.0,0
-0.3,-14.41,-11.01,-0.19,0.51,-0.4,0.0,0.0,0.0,21.95,-41.13,0.5730974468419966,5.0,0
2.26,-17.28,-9.03,0.22,-0.56,-0.22,-4.71,36.02,13.72,35.52,-35.21,0.573087684312669,4.0,0
0.25,-15.27,-6.8,0.93,-3.82,0.95,0.0,0.0,0.0,-6.87,-1.11,0.5730822385159524,4.0,0
2.12,-13.11,-14.74,0.0,-0.96,0.21,0.0,0.0,0.0,28.02,-62.76,0.5730736224962492,5.0,0
2.01,-16.4,-6.78,0.42,-0.82,0.16,-47.09,23.47,-7.55,23.43,-29.48,0.5730716972014508,4.0,0
-6.84,1.54,7.32,0.49,-1.21,-0.96,37.43,-20.34,-24.35,-39.02,74.5,0.5730689118665521,5.0,0
-11.94,-3.17,3.11,-1.77,1.88,-1.17,66.83,-4.38,-0.26,-49.71,-5.34,0.5730625988464493,5.0,0
2.81,-16.17,-4.89,-0.25,-0.54,-0.16,-30.89,24.73,-14.24,26.98,-24.51,0.5730613605749761,5.0,0
3.54,-16.16,-8.82,-0.17,0.4,0.0,-11.66,32.61,13.55,36.62,-36.57,0.5730596991450757,3.0,0
0.68,-17.23,-8.07,-0.26,1.19,-0.53,0.0,0.0,0.0,20.53,-33.42,0.5730544758025644,5.0,0
-10.13,0.75,-4.23,-0.17,0.86,0.94,63.76,-12.09,17.59,-59.46,-61.15,0.573051301098514,4.0,0
-23.04,66.84,16.57,0.72,-0.88,0.67,78.92,16.57,-0.43,-46.57,5.93,0.5730429668848124,5.0,0
-0.6,-17.16,-9.53,0.34,-1.8,1.04,0.0,0.0,0.0,1.62,-10.32,0.5730428050617394,4.0,0
-3.81,-6.33,-2.11,-0.35,0.67,-0.04,57.27,36.83,20.11,-33.83,-3.97,0.5730422039685733,4.0,0
-10.71,-7.61,-9.58,0.61,-0.81,-0.33,30.0,-18.63,14.93,-15.96,-37.04,0.5730376979924362,4.0,0
1.24,-16.5,-8.98,0.22,-0.82,-0.06,-19.14,29.75,25.56,31.55,-29.97,0.573035296509389,3.0,0
-9.9,-10.19,-0.17,0.56,-0.87,0.09,83.61,19.07,-0.08,-44.02,2.34,0.5730332841197682,5.0,0
1.67,-17.88,-6.72,0.77,-2.01,-0.09,-33.02,29.75,-18.01,21.95,-30.39,0.5730306525314633,5.0,0
-11.96,-4.59,4.49,-1.1,2.12,0.33,85.41,1.52,-13.6,-54.7,-5.89,0.5730298568553177,5.0,0
-10.37,2.08,1.21,-0.01,0.74,0.72,73.51,-17.11,1.64,-70.96,-5.53,0.573010309128838,4.0,0
-9.4,3.53,-4.07,-0.8,0.72,-0.85,43.2,-20.87,14.9,-67.73,-80.29,0.5729983442621699,5.0,0
-11.25,1.25,-2.84,-0.34,0.37,0.65,57.27,-18.89,20.02,-65.86,-66.53,0.5729930687662941,5.0,0
2.81,1.31,-10.18,0.05,-0.01,-0.01,-7.84,-15.32,40.39,11.67,-104.28,0.5729854563164366,4.0,0
-11.11,1.2,-3.61,0.68,-0.82,0.0,57.27,-21.41,18.98,-69.98,-48.01,0.5729740226458915,5.0,0
3.58,-14.55,-11.62,-0.06,0.03,0.03,0.0,0.0,0.0,46.5,-67.71,0.5729723037771383,4.0,0
2.32,-14.95,-10.22,-0.26,1.03,-0.18,-9.88,33.33,-18.01,29.7,-26.33,0.572940965470087,3.0,0
-2.67,-17.22,-9.22,-0.08,-0.06,-0.14,0.0,0.0,0.0,-10.98,-36.45,0.5729223606803088,5.0,0
-2.02,-18.61,-8.7,-0.12,0.26,0.28,0.0,0.0,0.0,34.6,-33.37,0.5729208432376739,4.0,0
-11.79,1.54,0.7,0.45,0.27,0.56,69.9,-22.13,6.15,-74.25,-12.05,0.5729204766058097,4.0,0
0.89,-17.35,-9.28,-0.29,-0.81,0.04,-26.97,27.6,24.54,33.54,-30.6,0.5728909225684008,3.0,0
-9.0,-13.43,-9.33,0.11,-0.12,0.21,0.0,0.0,0.0,-11.7,-33.67,0.5728686783287277,4.0,0
3.22,-17.72,-11.12,-0.23,0.28,0.0,-30.0,28.49,-17.16,16.38,-16.3,0.5728667105430231,3.0,0
2.69,-12.64,-14.62,0.87,-0.08,0.13,0.0,0.0,0.0,22.97,-63.41,0.5728618339065947,5.0,0
-10.87,2.74,-2.94,0.98,-1.22,-0.06,57.27,-21.41,18.98,-68.03,-58.26,0.5728583484491727,5.0,0
-8.93,-4.0,0.49,1.69,-3.17,0.18,26.42,13.35,29.29,-33.08,-17.08,0.572845374234916,4.0,0
-3.56,-16.39,-15.32,-0.29,-0.54,0.48,0.0,0.0,0.0,12.37,-49.11,0.572844796463254,4.0,0
-2.39,-19.26,-10.78,0.34,-0.79,0.34,0.0,0.0,0.0,23.91,-28.58,0.5728366929807792,2.0,0
3.59,-16.26,-8.9,-0.16,0.37,0.03,-12.37,32.26,14.58,36.78,-36.78,0.5728317867327004,4.0,0
2.71,-16.65,-9.23,-0.09,-0.7,-0.13,-5.78,38.53,9.95,32.32,-32.89,0.5728273002128779,3.0,0
-9.51,4.09,-5.18,0.17,-0.47,-0.43,51.32,-26.61,11.87,-68.08,-86.22,0.5728225055199122,5.0,0
-6.99,-17.96,-12.3,-1.4,0.9,-0.2,0.0,0.0,0.0,4.83,-51.61,0.5728172524467832,5.0,0
2.67,-15.31,-8.71,0.33,-0.46,0.6,0.0,0.0,0.0,29.16,-31.03,0.5728171079956801,4.0,0
-11.4,2.38,-2.24,-0.07,0.18,0.4,63.76,-29.3,8.92,-81.46,-42.42,0.572813811991672,3.0,0
5.17,-13.75,-8.36,0.31,-0.93,0.8,0.0,0.0,0.0,33.43,-34.65,0.5728089081935772,5.0,0
3.1,-16.41,-11.04,-0.83,-0.26,-0.16,-4.18,39.42,10.81,30.42,-35.93,0.5728079643462757,5.0,0
1.95,-16.83,-8.59,-0.16,-0.1,0.12,-44.6,23.47,-7.89,34.88,-41.87,0.5728038022877882,4.0,0
-1.89,0.54,11.78,0.25,-0.3,0.04,221.43,219.28,-325.23,-8.86,91.92,0.5727938875006527,4.0,0
-6.36,-5.01,-10.74,-0.71,0.91,0.4,21.09,-35.48,15.95,-22.85,-74.29,0.5727777396551184,4.0,0
4.87,-9.13,-17.69,-0.08,0.05,0.11,-24.3,14.51,45.3,21.52,-74.47,0.572774644872319,4.0,0
0.09,-14.47,-6.83,-0.23,0.51,0.08,0.0,0.0,0.0,32.95,-31.03,0.5727739169557151,4.0,0
-9.72,-8.51,-11.54,1.42,-2.08,-0.07,0.0,0.0,0.0,-14.53,-49.44,0.5727655164709412,4.0,0
0.23,-16.88,-12.61,-0.11,-0.68,-0.44,-26.08,29.21,-8.23,21.27,-17.3,0.5727652438080562,5.0,0
-9.64,3.41,-1.27,0.2,0.32,0.27,52.4,-27.33,14.3,-77.26,-60.47,0.5727529714058596,3.0,0
-2.12,-0.15,7.69,-1.0,1.41,-0.22,143.86,8.15,-307.89,-6.89,93.31,0.572738913440879,4.0,0
3.04,-15.71,-6.79,0.23,-0.65,-0.2,-27.68,33.33,19.73,31.77,-22.13,0.5727379267060473,3.0,0
2.69,-17.48,-10.68,0.36,-0.5,-0.51,-40.68,27.77,-9.61,19.95,-27.1,0.5727359832300709,4.0,0
-7.09,-18.46,-12.86,-1.44,0.93,-0.15,0.0,0.0,0.0,4.81,-51.61,0.5727141830684116,5.0,0
-8.69,-4.8,-15.73,-0.74,0.46,-0.05,77.11,18.01,2.68,-44.13,-2.42,0.5727093008082378,5.0,0
3.27,-13.81,-8.84,-0.34,1.07,-0.23,0.0,0.0,0.0,42.46,-41.41,0.5727031262912986,5.0,0
-9.81,-12.09,-8.52,0.15,-0.25,0.21,0.0,0.0,0.0,-13.36,-35.77,0.5727015191826395,5.0,0
3.21,-15.27,-8.04,-0.11,-0.26,-0.18,-21.63,29.75,22.13,43.13,-30.52,0.5726896057265428,4.0,0
0.27,-7.22,-5.67,-0.52,1.04,0.05,45.91,16.21,6.06,-36.54,-2.16,0.5726895946983362,4.0,0
-3.98,-19.92,-16.86,-1.03,-0.24,-1.04,0.0,0.0,0.0,19.15,-35.27,0.5726735103222466,5.0,0
-11.07,-3.79,1.7,1.61,-1.52,1.36,56.37,11.91,-1.21,-51.5,26.11,0.5726727909256649,5.0,0
1.54,-17.27,-10.4,0.46,-1.5,-0.38,-7.21,31.72,19.9,14.45,-19.19,0.5726649208755896,5.0,0
-12.75,-3.71,-3.59,-0.02,-0.56,-0.08,84.33,21.23,1.99,-44.63,-1.51,0.5726267624350204,4.0,0
1.86,-18.41,-8.03,-0.18,0.47,0.31,0.0,0.0,0.0,30.71,-26.06,0.5726208749468821,4.0,0
-6.49,-12.22,-9.47,0.15,-0.14,0.24,0.0,0.0,0.0,-12.72,-38.43,0.572615990210989,5.0,0
0.3,2.31,10.66,0.56,0.16,0.05,31.29,10.66,-109.22,-6.18,105.35,0.5726135906446146,4.0,0
-10.95,2.7,-2.0,0.01,0.08,0.46,63.76,-29.3,8.92,-81.44,-40.15,0.5726132291143372,3.0,0
1.86,-18.26,-11.73,0.14,-0.18,0.34,0.0,0.0,0.0,35.58,-38.62,0.5725943541638154,3.0,0
-7.56,0.1,8.36,-1.15,3.14,0.22,72.59,2.95,-60.5,-32.64,62.32,0.5725863015555693,4.0,0
-7.01,-17.65,-10.43,-0.55,1.24,-0.3,0.0,0.0,0.0,17.15,-37.57,0.5725844042188899,5.0,0
2.5,-17.06,-8.47,0.22,-1.19,0.08,-19.67,27.42,21.96,23.62,-28.71,0.5725831234430978,3.0,0
0.59,-16.65,-7.65,-0.19,0.62,-0.07,-42.64,28.67,-9.78,26.88,-30.82,0.5725780877268842,4.0,0
3.59,-16.26,-8.9,-0.16,0.37,0.03,-12.37,32.26,14.58,36.49,-36.5,0.5725733768218377,4.0,0
-10.31,3.24,-4.34,0.03,0.06,0.12,54.2,-24.1,14.3,-73.6,-61.22,0.5725715483937094,3.0,0
-7.28,-1.18,4.34,1.49,-1.37,0.47,37.43,-11.38,-49.66,-32.59,63.55,0.5725666153160479,4.0,0
-0.23,5.12,7.04,-0.72,-0.87,0.39,24.44,-18.37,-56.51,-18.18,110.28,0.572565722464103,5.0,0
-9.01,-11.04,-7.53,1.33,-3.25,0.56,0.0,0.0,0.0,-24.96,24.29,0.5725588156303931,5.0,0
2.91,-15.93,-6.27,-0.15,0.29,0.16,-21.98,29.03,24.88,41.97,-31.2,0.5725585090584632,3.0,0
-0.35,-17.2,-8.98,0.37,-1.88,1.05,0.0,0.0,0.0,1.73,-10.36,0.5725506277295926,5.0,0
4.52,-16.66,-10.77,0.47,-0.7,0.17,-9.34,34.59,3.77,22.07,-14.71,0.5725462634881473,3.0,0
-2.4,-18.45,-15.18,-0.17,-0.15,0.2,0.0,0.0,0.0,3.84,-8.3,0.5725349993595772,4.0,0
-0.62,-15.4,-13.63,0.55,-3.48,1.01,0.0,0.0,0.0,-6.71,-0.45,0.5725346086077876,4.0,0
-13.81,-1.58,13.48,0.92,1.1,0.32,76.75,22.67,-0.08,-45.93,0.93,0.5725332081584662,5.0,0
-8.06,-15.55,-9.66,0.11,-0.23,0.16,0.0,0.0,0.0,-7.34,-32.09,0.572533091105352,4.0,0
-11.14,-0.56,0.49,-0.04,-0.35,1.33,82.71,0.26,12.56,-62.68,-28.42,0.5725284365498038,4.0,0
1.45,-12.99,-19.6,0.02,0.17,0.01,0.0,0.0,0.0,11.88,-65.93,0.5725241952719656,3.0,0
-9.81,1.76,-4.82,-0.34,0.56,0.76,57.27,-18.89,20.02,-65.76,-61.58,0.5725210206588432,5.0,0
-11.16,-2.17,-2.06,0.67,0.45,0.75,79.45,-1.15,-1.64,-58.48,-7.87,0.5725204614913649,5.0,0
2.27,-16.89,-5.69,0.01,-0.97,-0.33,-36.76,29.21,-16.47,26.4,-33.45,0.5725071335156473,5.0,0
-16.47,-0.07,-4.05,0.88,-0.86,0.15,81.98,14.24,-4.42,-40.79,-1.77,0.5724928294745171,5.0,0
-8.59,-3.52,3.73,-2.04,2.59,0.69,42.3,-2.95,-11.35,-43.11,35.26,0.572488462226461,5.0,0
-11.01,-2.57,-2.62,-0.84,0.87,1.73,53.48,6.9,15.77,-58.16,-24.06,0.5724882543330095,4.0,0
-0.91,4.68,7.27,-0.64,-1.27,0.39,24.44,-18.37,-56.51,-19.42,110.33,0.5724867326148806,5.0,0
-12.46,-6.44,-2.95,0.07,-0.48,0.06,83.25,18.72,4.07,-45.04,-1.17,0.5724851984050986,4.0,0
-1.33,-18.47,-6.01,-0.64,1.42,-0.17,0.0,0.0,0.0,29.98,-29.27,0.5724803697032803,4.0,0
-9.9,4.4,-0.13,0.27,-1.15,0.01,56.91,-31.45,3.72,-86.46,-19.76,0.5724791962028862,4.0,0
-11.17,-3.32,2.79,-2.92,4.62,0.22,64.67,7.97,-5.01,-54.77,41.76,0.5724764055065985,4.0,0
-1.82,-17.02,-11.9,-0.57,-0.97,-0.65,0.0,0.0,0.0,24.74,-38.18,0.5724689248998808,5.0,0
1.46,-16.98,-11.22,0.65,-2.73,-0.05,-13.62,30.28,-7.89,21.23,-9.42,0.5724557479708386,5.0,0
-12.05,1.04,-0.17,-0.56,1.22,-0.53,77.11,14.78,-5.98,-44.75,1.44,0.5724545707884795,5.0,0
-12.62,6.41,-3.93,0.2,-0.47,-0.39,51.32,-26.61,11.87,-68.42,-84.82,0.5724510296860662,5.0,0
-9.46,-11.57,-7.93,0.26,-0.39,0.1,0.0,0.0,0.0,-8.49,-32.47,0.5724321834405708,4.0,0
-3.57,2.49,12.04,-0.97,2.36,-0.72,31.65,-1.88,-94.31,-17.74,95.02,0.5724110315681982,4.0,0
2.33,-15.94,-7.36,0.05,0.0,-0.13,-22.87,31.0,21.96,24.55,-19.95,0.5724063208561163,4.0,0
0.15,-14.39,-9.83,0.25,-0.89,-0.39,-34.63,33.51,-15.44,16.47,-26.77,0.5724058733311549,5.0,0
-0.28,1.01,7.02,-0.05,0.1,0.0,201.77,181.46,-311.19,-8.62,92.54,0.572403300694756,4.0,0
0.75,-14.87,-6.85,0.92,-3.09,-0.07,0.0,0.0,0.0,44.98,-13.83,0.5723959995670282,5.0,0
2.44,-17.61,-9.4,-0.13,-0.54,0.0,-26.44,32.43,0.68,24.36,-44.67,0.572380557429506,4.0,0
-0.05,-21.82,-8.47,-0.08,0.92,0.0,0.0,0.0,0.0,22.56,-24.72,0.5723746312738683,3.0,0
-9.49,-4.07,1.6,-2.7,3.17,0.26,52.4,-1.15,-9.27,-46.25,20.82,0.5723646929092034,5.0,0
5.51,-11.5,-4.77,-0.52,0.72,0.57,0.0,0.0,0.0,43.92,-31.15,0.5723526933852235,5.0,0
2.29,-16.71,-8.01,0.09,-1.04,0.05,-19.67,27.42,21.96,26.58,-30.22,0.5723432730005474,3.0,0
-8.44,-7.44,-5.4,-0.52,1.25,0.33,31.78,-19.71,13.9,-10.3,-49.0,0.5723396792283247,4.0,0
0.51,-16.97,-8.25,-0.07,0.95,-0.56,0.0,0.0,0.0,25.59,-28.18,0.5723383517182153,5.0,0
-0.77,-13.44,-7.45,0.41,0.39,0.32,0.0,0.0,0.0,20.24,-34.7,0.5723183229797689,4.0,0
1.52,-16.64,-9.58,0.11,0.0,-0.3,-42.82,25.62,-9.26,28.68,-32.91,0.5723092693480922,4.0,0
1.31,-16.37,-13.64,-0.88,-1.58,-0.22,-14.15,26.88,24.88,11.46,-30.62,0.5722992423953797,5.0,0
0.94,-15.81,-8.15,0.84,-3.04,-0.02,0.0,0.0,0.0,44.77,-14.05,0.572280447477041,5.0,0
-9.56,5.98,2.7,-0.56,0.52,-0.51,40.85,-39.51,3.2,-78.5,118.51,0.5722790560877196,5.0,0
-6.89,-1.95,-15.03,1.3,-1.98,0.76,39.22,-10.84,30.51,-51.58,-69.1,0.572265912694211,5.0,0
1.12,-16.5,-8.81,0.24,-0.13,-0.25,-44.06,25.8,-9.09,27.42,-33.85,0.5722592472675547,4.0,0
2.88,-16.7,-7.6,-0.13,0.47,-0.04,-20.92,30.1,19.39,48.2,-23.06,0.5722531826074434,3.0,0
0.01,-16.67,-8.03,0.27,-0.27,-0.05,-20.74,30.28,22.99,37.59,-28.05,0.572250012786677,2.0,0
3.35,-16.11,-8.82,-0.06,0.29,-0.14,-20.92,30.1,19.39,48.08,-22.35,0.5722495129684464,3.0,0
-8.56,-14.36,-9.87,0.07,-0.23,0.19,0.0,0.0,0.0,-5.9,-35.11,0.5722488202142401,4.0,0
0.56,-16.23,-13.61,-0.54,0.67,-0.12,0.0,0.0,0.0,21.64,-44.85,0.5722386838161054,3.0,0
-11.62,-8.85,-0.87,-1.38,2.62,0.07,31.96,-15.59,-10.29,-20.62,-52.06,0.5722375432527639,4.0,0
-4.48,-14.75,-9.0,-0.43,1.07,0.05,0.0,0.0,0.0,29.56,-38.39,0.572234519338027,5.0,0
0.32,-16.71,-12.52,-0.6,0.65,-0.22,-28.22,29.93,-17.84,33.03,-33.56,0.572226990549534,4.0,0
-1.16,-12.6,-11.82,-0.17,-0.39,-0.58,0.0,0.0,0.0,12.8,-29.64,0.5722155393732377,5.0,0
-9.9,5.82,1.94,-0.53,0.38,-0.15,38.69,-38.44,7.36,-75.5,132.29,0.572214658280778,3.0,0
3.22,-16.08,-8.03,-0.05,0.26,-0.14,-20.03,31.0,20.24,48.52,-21.94,0.5722095345968359,3.0,0
1.63,-6.43,-8.72,-0.8,0.94,-0.2,53.48,13.71,11.96,-36.1,-8.02,0.5722066050546436,4.0,0
0.92,-16.48,-10.62,0.25,-1.06,-0.16,-3.82,34.76,-3.26,19.07,-26.59,0.5721844795700314,4.0,0
-3.59,-25.29,-15.79,-0.1,-0.35,-0.02,0.0,0.0,0.0,0.44,-25.03,0.5721471443710091,4.0,0
3.57,-15.33,-7.73,-0.54,1.29,-0.56,0.0,0.0,0.0,38.33,-38.79,0.5721471169962391,5.0,0
-4.05,-6.39,-3.71,-0.66,0.77,-0.13,51.14,37.54,18.72,-36.61,-2.96,0.5721426378053471,4.0,0
0.15,-18.43,-12.07,0.06,0.36,-0.14,0.0,0.0,0.0,31.78,-30.53,0.5721376115345232,2.0,0
-8.64,-14.34,-10.19,0.18,-0.24,0.17,0.0,0.0,0.0,-7.19,-31.21,0.5721370210211457,4.0,0
0.77,-16.6,-9.45,0.06,-0.06,0.08,-2.4,32.97,8.06,38.84,-25.03,0.5721217954641433,2.0,0
-0.63,-14.45,-5.42,-0.62,0.85,0.36,0.0,0.0,0.0,33.98,-21.46,0.5721213312232369,3.0,0
-10.31,-3.7,0.53,1.57,-1.25,1.28,56.37,11.91,-1.21,-51.95,27.58,0.5721188568659762,5.0,0
-0.13,-15.95,-1.47,-0.91,2.05,0.09,0.0,0.0,0.0,22.66,-32.28,0.5721166097035475,4.0,0
-1.15,-15.88,-11.01,0.49,-1.31,-0.12,0.0,0.0,0.0,19.43,-34.26,0.57211442299848,5.0,0
2.65,-15.1,-8.27,0.57,-1.22,0.69,0.0,0.0,0.0,31.37,-32.52,0.5721009448723864,5.0,0
-10.37,2.08,1.21,-0.01,0.74,0.72,73.51,-17.11,1.64,-71.31,-6.41,0.5720928775848865,4.0,0
-7.17,-3.29,11.25,-0.7,1.21,-0.02,54.2,15.86,12.3,-37.87,-5.94,0.5720816145976122,4.0,0
-11.38,-12.41,-7.07,-0.15,-0.26,-0.32,0.0,0.0,0.0,-5.37,-45.78,0.5720782119271192,4.0,0
-0.56,3.87,8.25,-0.8,-0.47,0.38,24.44,-18.37,-56.51,-17.75,110.07,0.5720731644908569,5.0,0
-9.36,2.22,-3.05,-0.08,0.37,0.28,72.06,-11.02,15.86,-63.51,-45.63,0.5720695648625749,4.0,0
-9.64,3.41,-1.27,0.2,0.32,0.27,52.4,-27.33,14.3,-77.19,-61.43,0.5720605454322474,3.0,0
2.54,-12.9,-11.94,-0.78,-0.75,0.19,0.0,0.0,0.0,31.37,-63.93,0.5720481032895293,5.0,0
3.64,-17.28,-9.62,-1.28,-0.82,0.28,0.0,0.0,0.0,28.51,-50.48,0.5720459708741671,5.0,0
-9.15,-11.56,-9.51,-0.02,-0.3,0.02,0.0,0.0,0.0,4.69,-29.89,0.572043981683049,4.0,0
-9.03,-4.16,-0.09,1.98,-3.72,0.26,26.42,13.35,29.29,-33.52,-15.21,0.5720420167717236,4.0,0
0.73,-17.37,-10.07,0.47,-1.54,-0.17,-2.22,34.23,3.43,22.51,-30.7,0.5720391129486331,4.0,0
1.32,-16.62,-8.75,0.18,-0.58,-0.38,-4.89,33.69,14.58,31.64,-29.74,0.5720309446408958,4.0,0
-9.92,-10.12,-8.7,-0.08,0.81,0.55,33.74,-13.8,6.17,-11.44,-46.09,0.5720258400751578,4.0,0
-2.99,-7.83,-4.22,-0.86,0.13,-0.18,55.11,34.32,18.72,-34.23,-1.53,0.5720052877353964,4.0,0
1.32,-19.56,-9.53,-0.28,0.6,-0.19,-42.64,28.67,-9.78,28.49,-31.83,0.5719954354381606,3.0,0
-2.22,-19.88,-10.52,-0.21,0.89,0.31,0.0,0.0,0.0,19.19,-28.57,0.5719925235710552,4.0,0
-12.27,-4.26,1.3,-0.84,0.7,1.42,77.84,13.71,6.5,-53.02,-17.22,0.5719709190377149,5.0,0
