v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_lstm_autoencoder,anomaly_vote_count,GERCEK_ETIKET_label
-8.59,-5.03,-0.92,0.0,0.01,0.0,55.11,17.11,11.78,-34.24,-6.03,0.9999999323107235,1.0,0
-8.69,-5.05,-0.9,0.0,0.0,0.0,55.29,18.01,11.26,-34.3,-5.21,0.9999999322367776,1.0,0
-8.52,-5.12,-0.62,0.0,0.0,0.0,53.84,16.93,11.96,-34.51,-5.97,0.9999999321215112,1.0,0
-8.58,-5.15,-0.82,0.0,0.0,0.0,56.01,16.21,11.61,-34.17,-5.76,0.9999999321032438,1.0,0
-8.52,-5.22,-1.03,0.02,-0.04,0.01,54.38,17.82,11.44,-34.12,-6.28,0.9999999319744037,1.0,0
-8.65,-5.08,-0.42,0.0,0.02,0.0,57.45,15.14,9.88,-35.06,-3.94,0.9999999319265558,1.0,0
-8.64,-5.08,-0.75,0.0,0.01,0.0,52.76,16.21,13.0,-34.54,-6.13,0.9999999317570984,1.0,0
-8.64,-5.16,-0.84,0.0,0.0,0.0,52.4,16.57,10.57,-34.49,-5.84,0.9999999316203356,1.0,0
-8.61,-5.04,-0.75,0.0,0.01,-0.01,55.29,15.5,12.3,-34.53,-3.6,0.9999999316114442,1.0,0
-8.63,-5.13,-0.77,0.01,0.0,0.0,57.27,17.82,13.17,-34.81,-5.45,0.9999999315436104,1.0,0
-8.57,-5.22,-0.74,0.0,0.0,0.0,54.38,16.75,11.44,-34.53,-5.97,0.9999999314950129,1.0,0
-8.61,-5.09,-0.3,0.0,0.02,0.0,54.02,15.32,11.09,-35.13,-3.85,0.9999999314612806,1.0,0
-8.65,-5.05,-0.62,0.0,0.0,0.0,55.29,16.57,11.26,-34.57,-5.71,0.9999999314339603,1.0,0
