Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,graph_node_count,graph_edge_count,graph_density,graph_max_in_degree,graph_max_out_degree,graph_self_loops,score_hbos,anomaly_vote_count
2965,1e5efb6c-3137-39f3-b729-097a3859a8d0,3.3875424836601304,0.3594771241830065,153.0,31098,default,outlier,outlier,1.0,1.0,55.0,E,55,84,0.028282828282828285,5,4,9,0.48801319404288035,1
8999,550f0572-7254-390e-9f72-1a764b97ae0b,23.22133333333333,0.6666666666666666,6.0,8360,private_ip,outlier,outlier,1.0,1.0,4.0,E,2,1,0.5,1,1,0,0.4872625738622789,3
15276,ea0cf0f2-3f9a-3718-a540-2c4a186efdf3,2.9817481617647057,0.2058823529411764,272.0,48663,default,outlier,outlier,1.0,1.0,56.0,E,56,132,0.04285714285714286,17,10,4,0.48726071629860646,2
17914,a0a9c740-ebac-38d7-aa2a-34e7317ed50f,0.1670914396887159,0.1828793774319066,32.125,2577,default,Normal,normal,16.0,8.0,47.0,F,47,86,0.039777983348751156,9,8,12,0.4872394352028665,2
30698,5eff347d-c8cd-3e06-8869-e3fc4d8a05a9,0.0616454545454545,0.2727272727272727,11.785714285714286,611,default,Normal,normal,20.0,14.0,45.0,F,45,68,0.03434343434343434,7,11,10,0.4872182750283529,2
600,e09d2b59-dced-3b5d-9e3d-3572b6c51188,1.7592722602739723,0.1883561643835616,292.0,30823,default,outlier,outlier,2.0,1.0,55.0,E,55,91,0.03063973063973064,8,8,3,0.48712277591571407,1
10981,bc94e4e1-ae35-304e-9fcb-12696f29e5e3,1.66593,0.07,600.0,59974,default,outlier,outlier,1.0,1.0,42.0,E,42,98,0.056910569105691054,10,8,2,0.4869220280872888,1
10640,0d4bc795-a357-34f0-8041-a0118a36370e,0.6302108792846498,0.0655737704918032,671.0,25373,default,outlier,outlier,1.0,1.0,44.0,E,44,109,0.057610993657505286,13,9,4,0.4869220280872888,2
13898,c74f2445-f95e-35ee-8b87-0a3c27276984,1.245280625,0.04875,800.0,59774,default,outlier,outlier,1.0,1.0,39.0,E,39,111,0.07489878542510121,10,8,4,0.4869220280872888,2
29215,70b39881-fc4e-3a62-8e6c-b803795cab3c,1.3708181818181815,0.2727272727272727,11.0,905,private_ip,outlier,outlier,3.0,1.0,3.0,F,3,4,0.6666666666666666,2,2,1,0.48674643388782335,3
522,f6c21e7e-9d97-3ab2-9292-af51400de9e6,4.813052631578947,0.2631578947368421,19.0,5487,private_ip,outlier,outlier,1.0,1.0,5.0,E,5,9,0.45,3,4,2,0.4867216159183744,3
9295,0a103000-aa41-364f-98c7-3246f89f71ad,2.744322265625,0.08203125,512.0,84306,default,outlier,outlier,1.0,1.0,42.0,E,42,75,0.04355400696864112,5,4,7,0.48627937368513663,1
10165,dcb2036e-99f5-3325-855d-096b184a18c0,0.9739432485322896,0.0939334637964774,511.0,29862,default,outlier,outlier,1.0,1.0,48.0,E,48,114,0.05053191489361702,9,7,6,0.48627937368513663,1
2414,d53557a7-894a-308e-a290-8f8ceeecb632,4.515545454545455,0.1818181818181818,55.0,14902,private_ip,outlier,outlier,1.0,1.0,10.0,E,10,21,0.23333333333333334,6,5,3,0.4861326522630215,3
17779,f0f2555c-05f2-379e-bd49-677f21de6d18,12.546142857142858,0.1587301587301587,63.0,47425,private_ip,outlier,outlier,1.0,1.0,10.0,E,9,15,0.20833333333333334,5,4,2,0.4861326522630215,3
5401,17f4f1e7-5e68-36ff-8884-3547146a06a6,12.60845,0.1857142857142857,70.0,52956,private_ip,outlier,outlier,2.0,1.0,13.0,E,13,27,0.17307692307692307,5,5,2,0.4861326522630215,3
3277,bd390476-7df9-3b2f-9429-5344730378ba,21.48790909090909,0.101010101010101,99.0,127639,private_ip,outlier,outlier,1.0,1.0,10.0,E,10,22,0.24444444444444444,6,4,1,0.4861326522630215,3
5507,29a09d57-fdf8-3927-8842-1a7eed1aa75d,10.141962025316456,0.189873417721519,79.0,48073,private_ip,outlier,outlier,1.0,1.0,15.0,E,14,30,0.16483516483516483,7,5,4,0.4861326522630215,3
2500,f8111cfc-9d59-30fe-8952-409c82e886bc,24.249425925925927,0.2037037037037037,54.0,78569,private_ip,outlier,outlier,1.0,1.0,11.0,E,11,22,0.2,6,4,4,0.4861114920885078,3
943,dbb9a259-49f2-3a40-a4a2-939534803b51,4.88404347826087,0.217391304347826,46.0,13480,private_ip,outlier,outlier,1.0,1.0,10.0,E,10,15,0.16666666666666666,6,4,1,0.4861114920885078,3
4923,fb2b4442-5b04-36f6-9d52-5cfd3f46c9cc,3.699717948717949,0.2307692307692307,39.0,8658,private_ip,outlier,outlier,1.0,1.0,9.0,E,9,14,0.19444444444444445,7,5,1,0.4861114920885078,3
17360,435a614a-489f-3db0-a5c7-01fd5e469116,1.8455833333333331,0.25,36.0,3987,private_ip,outlier,outlier,1.0,1.0,9.0,E,9,15,0.20833333333333334,5,5,2,0.4861114920885078,3
2730,7d711dcc-bb18-3c5e-a160-4d5851053ba2,8.034733333333334,0.2888888888888888,45.0,21694,private_ip,outlier,outlier,1.0,1.0,13.0,E,13,24,0.15384615384615385,8,4,2,0.4861114920885078,3
3483,f51f2aa7-cc83-3a44-91c5-7fd9dbddc97a,9.10943103448276,0.2068965517241379,58.0,31701,private_ip,outlier,outlier,1.0,1.0,12.0,E,12,20,0.15151515151515152,5,5,3,0.4861114920885078,3
10185,199a51ac-cb83-362e-8b02-1d119879781c,9.36584090909091,0.25,44.0,24726,private_ip,outlier,outlier,1.0,1.0,11.0,E,11,20,0.18181818181818182,5,5,4,0.4861114920885078,3
1876,a26b63c5-0553-3e70-9699-040c7fb1ee00,5.023651785714286,0.2142857142857142,56.0,16880,private_ip,outlier,outlier,2.0,1.0,12.0,E,12,21,0.1590909090909091,5,4,2,0.4861114920885078,3
2768,f334ad91-3e10-39a2-b0f5-66419a784843,0.0002304526748971,0.0658436213991769,486.0,7,default,outlier,outlier,32.0,1.0,32.0,E,32,93,0.09375,9,10,21,0.4859855054081462,3
26534,4bce9b5c-b2d7-3d57-9e8e-978767029cad,0.0156046439628482,0.014860681114551,807.5,1513,default,Normal,normal,72.0,2.0,24.0,F,24,136,0.2463768115942029,11,11,2,0.48595481044024436,3
5298,dc4b6ae5-c71f-373f-a16f-ded317e9fe5b,6.056697640117995,0.1327433628318584,339.0,123194,default,outlier,outlier,2.0,1.0,45.0,E,45,119,0.0601010101010101,9,16,4,0.4855701748121001,3
12505,4eee0dfe-1abe-35bb-9cd7-79226f5fb307,0.034125,0.5,8.0,17,private_ip,outlier,outlier,1.0,1.0,4.0,E,3,4,0.6666666666666666,2,2,1,0.4851218653933187,3
5942,466b06b4-8bb1-3ca1-a07d-e27a00d8e5ec,1.0523061224489796,0.4693877551020408,49.0,3094,private_ip,outlier,outlier,1.0,1.0,23.0,E,23,36,0.07114624505928854,4,3,1,0.4850861379028174,3
5557,ce60aca6-20b7-3ae3-85bc-02477932fc37,4.692814814814815,0.4629629629629629,54.0,15205,private_ip,outlier,outlier,1.0,1.0,25.0,E,25,35,0.058333333333333334,4,3,1,0.4850861379028174,3
14944,9c595940-8219-30a1-aa66-6ad621e4211c,1.4671315789473682,0.5,38.0,3346,private_ip,outlier,outlier,1.0,1.0,19.0,E,19,26,0.07602339181286549,3,3,1,0.4850861379028174,3
15988,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15988,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15986,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15987,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15987,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15987,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15986,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15987,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15985,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15986,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15123,4e940750-aa2e-31e2-89be-ea961a0f7489,1.838008169934641,0.1013071895424836,306.0,33746,default,outlier,outlier,1.0,1.0,31.0,E,31,79,0.08494623655913978,12,10,6,0.4850126475726969,1
2186,4bdf199e-cdb9-31e3-8ee6-bba278a7d265,4.55844314381271,0.1036789297658862,299.0,81779,default,outlier,outlier,1.0,1.0,31.0,E,31,82,0.08817204301075268,12,9,8,0.4850126475726969,1
8095,5d659812-44bd-3a62-8457-3b2af2ce5332,1.3968558718861208,0.1103202846975089,281.0,23551,default,outlier,outlier,1.0,1.0,31.0,E,31,89,0.0956989247311828,10,8,6,0.4850126475726969,1
15988,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15986,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15985,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15985,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15988,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
15985,3b292279-6b7d-3e10-8553-a6cb9d956908,5.1281023890784985,0.1023890784982935,293.0,90153,default,outlier,outlier,1.0,1.0,30.0,E,30,72,0.08275862068965517,12,10,5,0.4850126475726969,1
17037,67eed56f-45cd-35e6-854a-2458643f47a6,0.4963530997304582,0.045822102425876,742.0,22098,default,outlier,outlier,1.0,1.0,34.0,E,34,96,0.0855614973262032,8,14,8,0.48495337738613087,2
30710,7ef9e1a5-d87d-384c-91cd-aaa2fed952ac,1.118,0.4,5.0,336,private_ip,outlier,outlier,3.0,1.0,2.0,F,2,2,1.0,1,1,2,0.484438415208332,3
33923,a451ae37-2caf-3856-b4ff-fe4f31919ed0,1.5669484126984128,0.0654761904761904,168.0,47385,default,Normal,normal,1.0,3.0,33.0,F,33,93,0.08806818181818182,10,20,6,0.48413964494213535,3
17387,91e35931-6566-3f58-bb58-c0ea8bd734ad,0.0002671517671517,0.0665280665280665,481.0,8,default,outlier,outlier,26.0,1.0,32.0,E,32,85,0.08568548387096774,7,11,15,0.48400568897702345,3
9618,8b9aaaea-1ba8-39eb-8c3d-454b97efc2e1,0.337,0.3636363636363636,11.0,223,private_ip,outlier,outlier,1.0,1.0,4.0,E,3,4,0.6666666666666666,2,2,1,0.48386768966377336,3
2425,ec6478fb-bc7f-31b2-8715-5b1c20778b74,0.0028319935691318,0.062700964630225,29.61904761904762,106,default,Googlebot/2.1,bot,90.0,21.0,39.0,E,39,81,0.05465587044534413,10,6,14,0.4838395666488018,2
2349,2a145953-126a-3e4d-8eaf-75ecd2d2be21,5.286777777777777,0.3492063492063492,63.0,19985,private_ip,outlier,outlier,1.0,1.0,22.0,E,22,36,0.07792207792207792,4,3,3,0.48383196217327207,3
30978,ab6fec3f-7cc8-3b41-9122-d85b5d32bb1c,0.0883081947743467,0.0261282660332541,280.6666666666667,4462,default,Normal,normal,42.0,3.0,22.0,F,22,135,0.2922077922077922,11,11,1,0.4837532501811156,2
28459,f107b2ce-e52c-34ed-bf16-8ac566eca7b3,34.84847619047619,0.3333333333333333,21.0,43910,private_ip,outlier,outlier,2.0,1.0,7.0,F,7,12,0.2857142857142857,3,3,5,0.48371979718667546,3
2590,d8b87915-202a-3418-a539-5d39ed51acc9,2.309295566502463,0.270935960591133,203.0,28128,default,outlier,outlier,1.0,1.0,55.0,E,55,111,0.03737373737373737,12,13,4,0.4834079368548444,2
12228,5879e9a7-39a4-32e1-b356-3f02cbc690a9,4.334563106796117,0.2718446601941747,206.0,53576,default,outlier,outlier,2.0,1.0,56.0,E,56,102,0.033116883116883114,13,12,4,0.4834079368548444,2
23147,2b7480f6-7ee3-3046-ae91-ec6d01304248,0.1109225181598063,0.0242130750605326,275.3333333333333,5498,default,Normal,normal,38.0,3.0,20.0,F,20,131,0.3447368421052632,10,12,1,0.4831537054496383,2
29121,5b89ad2a-9f3f-3e3d-b92a-ebd8c07cd96b,0.637806886227545,0.0434131736526946,25.692307692307693,25564,default,Normal,normal,47.0,26.0,29.0,F,29,76,0.09359605911330049,11,9,12,0.4831233936310425,2
20632,d339e3ad-f70a-3060-ac1d-40484719405d,0.6893343685300207,0.0300207039337474,29.272727272727277,39954,default,Normal,normal,51.0,33.0,29.0,F,29,66,0.0812807881773399,13,8,11,0.4831233936310425,2
22136,f2375294-b228-3eb7-acec-ad2550552b11,0.0726324257425742,0.0346534653465346,32.32,3522,default,Normal,normal,57.0,25.0,28.0,F,28,69,0.09126984126984126,11,9,11,0.4831233936310425,2
29065,909ab4de-92ee-3655-a864-4495a4b70693,0.2129372246696035,0.0385462555066079,90.8,11601,default,Normal,normal,44.0,10.0,35.0,F,35,174,0.146218487394958,12,13,5,0.48297666235802295,4
31751,ebf020fe-3c94-3ca1-88aa-5921589819fc,0.0972269180754226,0.0442132639791937,128.16666666666666,4487,default,Normal,normal,60.0,6.0,34.0,F,34,161,0.14349376114081996,11,13,5,0.48297666235802295,2
27078,a0543f73-977f-37b0-a443-7e4774ea2452,0.2377616279069767,0.0620155038759689,103.2,7362,default,Normal,normal,21.0,5.0,32.0,F,32,144,0.14516129032258066,11,12,5,0.48297666235802295,2
11853,16fc96e5-5f68-3b8a-9b7a-c0d889ceb2c2,5.699057220708447,0.0926430517711171,367.0,125494,default,outlier,outlier,2.0,1.0,34.0,E,34,92,0.08199643493761141,9,12,7,0.4827518171270021,1
3416,536bad63-b0fd-376c-9e8e-d6a39a81024c,0.0005441176470588,0.1323529411764706,272.0,9,default,outlier,outlier,27.0,1.0,36.0,E,36,76,0.06031746031746032,7,8,15,0.4825682114977785,1
17041,74499393-aca4-3e49-9bf9-c60826270f8f,0.0009186746987951,0.1174698795180722,30.181818181818183,19,default,Googlebot/2.1,bot,60.0,11.0,39.0,E,39,70,0.04723346828609987,7,8,15,0.4825682114977785,2
5898,deb683f4-9b26-3f23-b3cb-ffc192e9a9f9,0.0028200549450549,0.1016483516483516,21.41176470588235,62,default,Googlebot/2.1,bot,54.0,17.0,37.0,E,37,69,0.0518018018018018,7,8,13,0.4825682114977785,1
14169,65978448-b81c-3a83-b7c3-cdac28c9a391,0.000658064516129,0.1354838709677419,28.181818181818183,13,default,Googlebot/2.1,bot,55.0,11.0,42.0,E,42,80,0.04645760743321719,6,9,16,0.4825682114977785,2
1389,d9b10104-fb37-35fc-978b-0a7c9d2f25a6,1.5563478260869563,0.7391304347826086,23.0,2148,private_ip,outlier,outlier,1.0,1.0,17.0,E,17,20,0.07352941176470588,5,4,1,0.48234598643975224,3
31402,5a4f73d4-46e0-3a2f-8788-fab9385ef482,0.0447703016241299,0.0765661252900232,7.981481481481482,1158,default,Normal,normal,58.0,54.0,33.0,F,33,70,0.06628787878787878,6,12,13,0.4823151245408266,3
25265,e36c374b-f5b6-331c-925b-6a70b4c63505,80.00110714285715,0.0535714285714285,56.0,268804,private_ip,outlier,outlier,1.0,1.0,3.0,F,3,6,1.0,2,2,3,0.4813985310579041,3
12804,96738509-697c-3953-8ec4-71c0f6708382,5.398564049586777,0.1570247933884297,242.0,78388,default,outlier,outlier,1.0,1.0,38.0,E,38,83,0.05903271692745377,8,12,6,0.48131433964775716,1
13626,a0bccc25-8ca8-38ca-90b4-559d04064bc3,0.0015575427682737,0.0575427682737169,37.8235294117647,61,default,Googlebot/2.1,bot,88.0,17.0,37.0,E,37,73,0.054804804804804805,7,8,11,0.48129964665387504,2
4262,49e81e0b-c0d0-32c8-9ceb-6702db1f6e90,0.0026461038961038,0.060064935064935,29.33333333333333,98,default,Googlebot/2.1,bot,92.0,21.0,37.0,E,37,71,0.0533033033033033,7,8,10,0.48129964665387504,2
13991,cc556a20-5ff2-3060-963f-b7a3d8bca7e1,0.0014478827361563,0.0684039087947882,40.93333333333333,54,default,Googlebot/2.1,bot,95.0,15.0,42.0,E,42,99,0.05749128919860627,9,10,12,0.48129964665387504,3
1823,1779530b-8d07-3258-9316-11f8dbfc2cf9,0.0020653266331658,0.100502512562814,23.41176470588235,50,default,Googlebot/2.1,bot,63.0,17.0,40.0,E,40,75,0.04807692307692308,6,9,12,0.48129964665387504,2
2098,2adc00c1-79bc-3c3b-aa98-13b6c2864693,0.0024530120481927,0.0939759036144578,27.666666666666668,62,default,Googlebot/2.1,bot,63.0,15.0,39.0,E,39,79,0.053306342780026994,8,10,11,0.48129964665387504,2
4804,ac57a5e3-3138-356a-9706-640090fe812f,0.0012920962199312,0.0721649484536082,34.23529411764706,46,default,Googlebot/2.1,bot,87.0,17.0,42.0,E,42,89,0.05168408826945412,9,10,11,0.48129964665387504,3
12516,6a192fbe-e631-3415-baa7-dcbdd81b5df3,0.001919708029197,0.0875912408759124,27.4,48,default,Googlebot/2.1,bot,54.0,15.0,36.0,E,36,83,0.06587301587301587,7,8,9,0.48129964665387504,1
8218,f7f8bd7b-62fb-300f-8e56-f0c4374fd205,1.4410099715099716,0.1111111111111111,351.0,30348,default,outlier,outlier,1.0,1.0,39.0,E,39,89,0.06005398110661268,9,7,8,0.48067834303499246,1
5698,981497f0-e01a-37ef-9a01-b800bff29d9d,2.360824289405685,0.1136950904392764,387.0,54819,default,outlier,outlier,1.0,1.0,44.0,E,44,81,0.04281183932346723,8,6,8,0.48067834303499246,1
8813,3fd90318-bbb9-3f6d-8a48-bdb0763c937a,0.6018427672955975,0.1477987421383647,318.0,11484,default,outlier,outlier,1.0,1.0,47.0,E,46,86,0.04154589371980676,6,5,7,0.48067834303499246,1
1553,cbf1f736-cc34-315e-88e0-17959dacf7a7,5.803824675324675,0.1012987012987013,385.0,134069,default,outlier,outlier,1.0,1.0,39.0,E,39,79,0.053306342780026994,8,7,8,0.48067834303499246,1
16005,59d93d15-14a2-3182-a5c8-7a73db96768f,1.2768609271523177,0.1655629139072847,302.0,23137,default,outlier,outlier,2.0,1.0,50.0,E,50,91,0.037142857142857144,5,6,7,0.48067834303499246,1
14708,12a17144-63d5-347e-b1c1-101d26a43e3d,4.938493150684931,0.1506849315068493,292.0,86523,default,outlier,outlier,1.0,1.0,44.0,E,44,96,0.0507399577167019,8,6,7,0.48067834303499246,1
1320,03c88859-d175-30d5-82cf-959949241fc8,4.841555921052632,0.1677631578947368,304.0,88310,default,outlier,outlier,1.0,1.0,51.0,E,51,111,0.04352941176470588,9,6,7,0.48067834303499246,1
5369,b264cb66-50ca-36cc-ab98-8b318af654e5,2.641288461538461,0.1153846153846153,312.0,49445,default,outlier,outlier,2.0,1.0,36.0,E,36,75,0.05952380952380952,6,7,5,0.48067834303499246,1
28947,029a31c1-f21c-3a33-bec2-f35ef49d1c9f,0.0907376636455186,0.0161127895266868,116.82352941176472,10813,default,Normal,normal,8.0,17.0,32.0,F,32,77,0.07762096774193548,11,17,7,0.4806614601219963,2
26508,fe05bafa-94bf-3cde-b79b-3dcc3d4450bc,1.9649271255060727,0.0668016194331983,164.66666666666666,58241,default,Normal,normal,1.0,3.0,33.0,F,33,90,0.08522727272727272,11,18,8,0.4806614601219963,2
32133,59294ea9-61c6-3e53-bae1-6e06f763d8bf,2.984801169590644,0.0818713450292397,171.0,61249,default,Normal,normal,1.0,2.0,28.0,F,28,81,0.10714285714285714,10,17,5,0.4806614601219963,1
21626,9f1a11b9-b81b-397f-aa15-a412fc99ac72,1.8239067055393587,0.0845481049562682,114.33333333333331,37536,default,Normal,normal,2.0,3.0,29.0,F,29,81,0.09975369458128079,10,16,6,0.4806614601219963,1
25441,2adf7ab6-b423-3f34-bbbc-383b9da2bced,2.1294346846846848,0.0765765765765765,111.0,56729,default,Normal,normal,3.0,4.0,34.0,F,34,81,0.07219251336898395,12,17,8,0.4806614601219963,1
9138,17580ee6-d314-30b8-9f9d-03d6e881867e,0.624172131147541,0.4918032786885246,122.0,4569,default,outlier,outlier,2.0,1.0,60.0,E,60,85,0.02401129943502825,14,9,3,0.4805491660372877,3
12123,3fcf9fce-30f3-3666-b414-a84eb72310bb,0.5182567567567568,0.4459459459459459,148.0,4603,default,outlier,outlier,3.0,1.0,66.0,E,66,109,0.025407925407925407,16,11,4,0.4805491660372877,3
30461,cb309a85-6feb-30c3-8b95-434320b2e89f,0.0099921671018276,0.1148825065274151,6.963636363636364,230,default,Normal,normal,79.0,55.0,44.0,F,44,66,0.03488372093023256,5,6,14,0.48024165044881695,4
18994,b6957a92-359b-34a0-a335-f27b5b796d9b,27.76625,0.625,8.0,13328,private_ip,outlier,outlier,1.0,1.0,5.0,F,5,6,0.3,2,2,0,0.48013118076917927,3
23879,e31eabea-6419-3fae-89e8-0ecd036fefca,64.00241666666666,0.6666666666666666,6.0,23041,private_ip,outlier,outlier,2.0,1.0,4.0,F,4,4,0.3333333333333333,2,2,2,0.48013118076917927,3
19785,b51bd3cf-d330-3623-b727-a3dda923d3ab,0.7833333333333333,0.6666666666666666,6.0,282,private_ip,outlier,outlier,1.0,1.0,4.0,F,4,5,0.4166666666666667,2,2,2,0.48013118076917927,3
24863,bafd88c1-9112-39fb-9d14-94a3d5fe722d,0.9481666666666666,0.6666666666666666,6.0,342,private_ip,outlier,outlier,1.0,1.0,4.0,F,4,5,0.4166666666666667,2,2,2,0.48013118076917927,3
3866,46a19428-d311-3e35-83ad-3589f9662ebd,7.167184210526316,0.3421052631578947,152.0,65365,default,outlier,outlier,1.0,1.0,52.0,E,52,93,0.03506787330316742,11,7,9,0.48000985530518214,1
6900,05b6faf7-9ecb-3e10-b019-053b7aac01fc,2.587577586206897,0.3706896551724138,116.0,18010,default,outlier,outlier,1.0,1.0,43.0,E,43,79,0.043743078626799554,10,6,9,0.48000985530518214,1
22084,66123f9e-729b-311b-9920-75ee49a990b7,2.739730555555556,0.1722222222222222,90.0,29590,default,Normal,normal,2.0,2.0,31.0,F,31,70,0.07526881720430108,12,14,10,0.4793822031456112,1
14478,d1c8ad99-b7dd-3702-b6a3-f09e33079af7,7.322268115942029,0.2705314009661835,207.0,90943,default,outlier,outlier,1.0,1.0,56.0,E,56,103,0.03344155844155844,9,6,10,0.4793511190677947,1
10678,809383b1-e03b-3ff0-92fb-862ff6f6da51,15.025286036036036,0.2792792792792792,222.0,200137,default,outlier,outlier,1.0,1.0,62.0,E,62,110,0.02908514013749339,9,6,10,0.4793511190677947,3
5460,af4a3cbe-4244-3410-a8b7-ebe21b72fc7d,1.1117937853107345,0.3050847457627119,177.0,11808,default,outlier,outlier,2.0,1.0,54.0,E,54,91,0.03179594689028651,14,9,3,0.47929499030774236,1
10080,c386fdc7-3f38-3a7f-b32d-ce27ca7e19d6,7.369370588235294,0.3294117647058823,170.0,75168,default,outlier,outlier,1.0,1.0,56.0,E,55,94,0.03164983164983165,15,8,3,0.47929499030774236,1
6401,5dbbc7b4-198f-3f5b-9e3e-5f690a9d91f6,0.7188,0.33,200.0,8626,default,outlier,outlier,1.0,1.0,66.0,E,66,122,0.02843822843822844,15,11,4,0.47929499030774236,3
17100,2f341614-ea31-348b-809b-cb84f509cd1b,0.9569756756756757,0.3243243243243243,185.0,10623,default,outlier,outlier,2.0,1.0,60.0,E,60,103,0.029096045197740113,17,11,4,0.47929499030774236,3
3966,79291dee-9cdf-3b82-bc77-905a80b297a3,3.472013803680982,0.1319018404907975,326.0,67913,default,outlier,outlier,1.0,1.0,43.0,E,43,97,0.05370985603543743,13,8,3,0.47911943717801575,1
5202,ce333e29-a1ef-3f36-b0e5-29236b6bac12,3.4717875,0.12,400.0,83323,default,outlier,outlier,1.0,1.0,48.0,E,48,112,0.04964539007092199,11,8,4,0.47911943717801575,1
3784,76ff0a92-b959-3860-8241-fed36046e650,1.122585616438356,0.136986301369863,292.0,19668,default,outlier,outlier,1.0,1.0,40.0,E,40,95,0.060897435897435896,13,9,4,0.47911943717801575,1
14005,fcbbd7e1-bd92-3710-8aba-ed4d6053ef0b,1.5568191126279864,0.1399317406143344,293.0,27369,default,outlier,outlier,1.0,1.0,41.0,E,41,88,0.05365853658536585,11,10,4,0.47911943717801575,1
4397,05c3d568-f5b9-3a4b-a4e4-5b0cd6c5f16a,0.8532775800711744,0.1494661921708185,281.0,14387,default,outlier,outlier,1.0,1.0,42.0,E,42,97,0.056329849012775844,11,8,4,0.47911943717801575,1
11268,d43dc63a-1888-38de-8494-38a4d3f6f92d,0.6009344827586207,0.1310344827586207,290.0,10457,default,outlier,outlier,2.0,1.0,38.0,E,38,67,0.0476529160739687,11,9,3,0.47911943717801575,1
7162,2db89ce4-589b-3cd4-a333-06c25eb59649,2.5134728571428573,0.1485714285714285,350.0,52783,default,outlier,outlier,2.0,1.0,52.0,E,52,108,0.04072398190045249,10,9,3,0.47911943717801575,1
13420,dbdd14f0-edaf-3ef3-adf6-719eff57809e,0.5105590551181102,0.1076115485564304,381.0,11672,default,outlier,outlier,2.0,1.0,41.0,E,41,79,0.048170731707317074,11,10,3,0.47911943717801575,1
6183,b7ebdec6-a08d-3433-9580-53aa87ef0e54,3.0651190476190475,0.125,336.0,61793,default,outlier,outlier,1.0,1.0,42.0,E,42,114,0.06620209059233449,12,9,4,0.47911943717801575,1
31455,2d9ed73e-d403-3821-88fc-64ea4b2a7451,0.5844285714285714,0.5714285714285714,7.0,246,private_ip,outlier,outlier,1.0,1.0,4.0,F,4,4,0.3333333333333333,2,2,1,0.4790093514142745,3
20329,52c9986d-28d0-34f3-97d8-5ab7dc0b100e,0.0050258481421647,0.08562197092084,16.72972972972973,187,default,Normal,normal,55.0,37.0,53.0,F,53,104,0.03773584905660377,6,6,11,0.47878908909333806,4
